userid,Shannon Entropy,Shannon Pi,LZ Entropy,LZ Pi
0002D18309AF4230C09139D2FBB59E72,2.632597340601947,0.6327066606336422,1.9458255421802624,0.7518929563318831
000666508374BD75CBD39B7355C95AC4,4.670793319194275,0.32239294797550977,3.3936429640663675,0.5667480070950202
000C37842EC8CCCC501A9E40F53D0239,1.2221349535983792,0.8627488640038761,0.39472971240664567,0.9638016568679075
000CC8340F37807A6DAFA3ABE430CFFF,1.0338549105109243,0.760444837228052,1.0232593733731215,0.7643951713090152
0015A0C9D14A4E3D0A9C6B69725619A7,2.7414418300385703,0.5914530290161891,2.0806021630430496,0.7173548282762222
001CD901ACFD275317421B3A1CBBE039,4.953917873132479,0.27179381483089615,3.9561918975651333,0.4759139187231135
0072D75D498C60DCB18F3A6CBCA7CFEE,1.1346060068831256,0.8222502378158122,1.1639818711799343,0.8160847095314381
007E99026EB91A993EB73DFC83F58B1D,1.7108426634511922,0.7270618448189345,1.5469504028660719,0.7618329749722604
00863F8EE1A96861FF1A5B9674F8FF1E,5.852316777806472,0.22177827195206531,3.6584982771378725,0.589866546490809
00A185C4E9240A4C0B63784FFDE559AB,3.611977909811205,0.4491002583109951,2.658980088046042,0.639187198532717
00AA601D55AF1DA362A6AC0AEBAE0602,4.183645605695079,0.3754491136182435,2.782009755808638,0.6436341704719795
00AB8C0EF923CB7FAF7B79B93E9E05B4,5.111435989288489,0.30331968917795954,3.1781712270015476,0.6324780588488856
00C44509DD8A0CF234D8303B8C5DBF1F,4.352402882651534,0.40096041828813,2.736541597677788,0.6761112847947275
00C79410AED0EE16874369FBF9FA73D1,4.003475446030505,0.34627942803470324,2.7951617880515434,0.6105253520064472
00CDD90AB88364BDB6721658903A20CA,3.419786030130398,0.544254576347461,1.897056355160554,0.784734344757287
00CE7F32CB6B7A3577EA93DE08496E27,4.002748192994924,0.4645535254615171,2.3637218624120093,0.7291079725668002
00E119C2C33081B5B9F34D1FE95E70A6,3.2699626508947626,0.5048963157887162,2.237899656702199,0.7032448079585595
00E7AEE4CA06B481DEDF59A9BCD6219D,2.7854497969925998,0.6778963228374711,1.0185744661242975,0.9037318603031913
00FD19411E8C426F6785758674A6926F,3.088565056492286,0.5165682502872923,2.4773547558042357,0.6441090033153454
0100A340059377AA6917FC55BFB6CE59,1.8727091720134463,0.7172722905596783,1.35397547987792,0.8150238374939758
010E5C542EB02C7665A16C3EFB6A9B0F,4.010775254586225,0.39092354028719956,2.936671583396097,0.6061175581391879
011642B29BED1B0267D40777833289C3,3.574202846269453,0.5606013190134537,2.049281233474169,0.7806571769964875
011A5A4AC5BE3AF694402BC473B805EC,0.9707844497422236,0.8185621981641953,0.6028348630421634,0.9051403708997396
0123766B51B919D0AEA90E912D2296CE,3.4911231168763734,0.528242921373891,2.3365802573485843,0.7198169448764099
0136525DBC39E6775FC05A5429D0F73A,3.855423917095705,0.5272370614973039,2.057057953505613,0.7841679005864615
0138A779D3833290866E6D77170636C2,3.9232997552695466,0.441045707823025,2.741285900048065,0.6548010881874351
014CAAE5942A153355E1FB1A3BE2592A,1.9033607837107145,0.7176681309933897,1.1737405827213374,0.8485739349373475
015307D44736886230AA1DDE15FEC06E,4.649639532653741,0.3551465688666296,2.829131875233642,0.6677704357502097
017B1E462341D4C373F5A82BA41DB164,3.0063677469442034,0.5545602795202287,2.243539727736284,0.699097967949398
01872AD5FF067B75C8B4B58512687227,2.6236267557599353,0.5585545085636446,2.122116512944884,0.6729492056658045
018971815AA32372774D03D728452333,1.0767270402414273,0.7893123751137125,0.8402461170770252,0.8517909291793219
018C119120E6798DB59205FC4DDA90B1,4.283357408366493,0.3463890258909558,2.471835226742469,0.6918150145063933
0197F23E951F5F98101D2314C0E322A8,0.7780410196309357,0.8782148145682515,0.7540342234156587,0.8831304315339332
01A86E1F8B7C54524A8D06DF8663BF06,4.951500812542405,0.30652156384289525,3.6515403767612886,0.5463051173625083
01ABDD5FCE312C73D2908C9767202036,0.43263445362614483,0.9424677519511355,0.44109158065607484,0.9410618482525486
01C31C19D5E1F16B3D8F014374B5455B,0.24517642267541284,0.9593693147362038,0.23348855313383038,0.9619050103504773
01D679DCBF59ACDA4275BB926D421884,2.2539456370990663,0.6526962504771058,0.8802870005306036,0.8955986864723383
01F64C93A3E04875C87944EE9856D1E4,3.829535405486916,0.4815358954552015,2.2923051766532034,0.7333599264758155
0206EAAE5A9ED0F7B71F2D722EB1CB0E,4.792123751943033,0.3553275818779838,3.1367855230023354,0.6337710408082633
0223D305767032648375584164553EC9,4.668788934619286,0.3676403912163987,2.6292708835927376,0.7023636350689756
02244C08E9E1B94A1611C6725EAC2122,6.055876939229098,0.2853450527194077,3.32942524304063,0.6680126414895632
0225A4CA141B12D1FC304561BC74C050,3.048768053920194,0.5457525494105145,2.430350933516305,0.6659057459236276
02294971DB5802CECDF825F4C22E7C72,1.3038246403055704,0.7856450240336599,0.9905194294845213,0.8513866135084575
0229900FF56386CE0A9A6A9C796ADD8C,3.476948329178184,0.47257715970433767,2.311395936433034,0.6966211681606411
02377A198305552D33492A4319CDCEC3,-0.0,,0.05302231986107771,
02498ACD0571D7D0C5B2DC0B27E892C6,3.6888656609262034,0.5610169129141604,2.0898908647291425,0.7829069945400401
024C41CB9BA60107FBC352A768B9AC90,2.6855809874130996,0.6307775644462298,1.9831910370336179,0.7505084832583713
0265A239B83C78AE98DB5F637EE137FC,0.9679029529171581,0.8844457609029989,0.6566856147742791,0.9277304847252202
0270A1E8F28767121206B50AC7A80581,1.060817670531867,0.8740825120387647,0.45661338184050027,0.9540668544041009
0295FFAAB9C1B7643F006389AC550C85,4.273718516361817,0.3812901074355809,3.119677224922746,0.5990393626247766
02C5A6CB635FFF4606BC8A2FA9DBB362,2.4395450255255207,0.6026974295173773,2.114825891783505,0.6744852176857633
02E2F9B5DD0F9E83984AA0EDBD5FFEB4,2.499201379548575,0.639878858365147,1.9802432960988887,0.7348732559302706
02E4193494E87561FD86E28201EAAA2A,0.5071821799081405,0.9362134327371545,0.41725908437406906,0.9497636652762257
02F73FD872D016C9706838BF28DB5916,2.532517263401644,0.6002647812683131,1.9598688743730557,0.7180068375255664
02F9110C3BF5C8DF2A0BEFDD655A5892,4.779861409250313,0.35182136526249635,3.441038387725551,0.5848862497435017
0307F12C87F8DD210F0233F7DAF5380A,1.6135300564737711,0.7679365054699038,1.3064130163546772,0.8232748932426825
030CB42DD5D872B7D77A377C0F84A57E,3.226752593041435,0.6104517118088123,1.1489185848495587,0.8888436304623237
030F4B77B7D5C36FBD69152974D3834A,0.8849636363831528,0.6969696969696969,0.2609002781996136,0.955873931405878
032C6A92C3B8E7CBBA26C85F2D858FFB,2.679369944567955,0.6148068347786924,2.074667011291295,0.7250383846922414
0337D3C04D96FE8DD405B19DEB5CECD4,1.9208606786291909,0.714191804330777,1.656269597631942,0.7649925685090105
034A4DEF77BE60E250F7D26E6B3B6364,3.109831364987847,0.5747933760296805,1.6998866921827052,0.8031423867847426
034DA268F1B3B3EB475C4692D5C0D75A,3.2100619974089817,0.5292910630357164,2.525042988894451,0.6596331843517722
03572104B9C6C45C992431707DB3FD6A,1.8363004640347982,0.7735323022342712,0.6184322906471309,0.9389648730060333
0367A4F729B4A29158AC50803D074C42,2.6519173165611645,0.6331323285274209,1.8317852450886545,0.7722377264674588
036AEA10658026BE03FA3C3B94ED3B16,3.5673755908286156,0.4452816927095433,2.651485155046491,0.6332118964926873
0376EE38A464743F49F7393F72A57D7E,4.429001201654473,0.34189656351307296,3.2984580300701345,0.5657639074603993
0392ECF6FA36297FC40629E20F423118,1.306430173238647,0.7175534650490577,1.0196565755992673,0.8053374924458908
039F54BADB05647BE461E46A2C01E8B9,3.3845606367785677,0.5090965953270928,2.5270580321136773,0.6684683546225386
039FED579EDFAF80140531DE34DA1C07,3.265347024025617,0.5417265493284225,2.091055031197806,0.7436718099789913
03AE3EE06133358834529E665B338620,3.235051870954199,0.5184951868113659,2.338898730738581,0.6889421472891685
03B1E09CC1E7F0C35DC21B5F11E684C6,2.1642635026194794,0.6714667419779979,1.5606405500686389,0.7865614429706653
03C2FACB29880A4A8633FC6F4E419D91,5.578872814548183,0.22213999780348154,4.300222023034099,0.4663013260629332
03C40E7E3C00BDEC85FF47AEBFC759E7,2.9125228580483924,0.5681170265158334,2.223515365741323,0.6992261222719485
03C818821F1F9D4DAB66F86BADEEFF8F,1.6671338733430625,0.7264565304043751,0.8769280434024697,0.8821112068497342
03EF07C9ACA4585FD46463A07E1D0D3D,1.6972104366658154,0.8059330580513584,0.6623835725482519,0.9367067473554159
03F15AEE3D13AD90194847BD1EFCD640,4.219242492914119,0.3730072910131857,3.247540922397273,0.5661352276725627
0405EB593F42AAEFB40B93CA010B814F,1.3549224190484974,0.8296314295155951,0.9907710895623357,0.884160607593382
040D7A262EDBCC6E78F622F6F8675924,4.447151498653825,0.43958665817047493,2.9933222110578197,0.6640995443476987
040EE665316B4CB63CA2478BE83471D6,3.9512470540290856,0.458511511411997,1.965314585995545,0.7794408764050804
04113CA87EB5CE442FF9BFE8AD86DC21,4.151839662381152,0.39307804114820744,3.0205880561565426,0.6084551833787798
043ECA753CD0F4B3E98D6C86FCAB3B6F,1.8591720107328056,0.7490588798569032,0.8539820125836829,0.9043397544321131
044BC16BABC094631DCED5369665F872,4.9462590226827245,0.3392756052946842,3.3813221834054445,0.6036827301150385
044C28C843344C9B242021CFA0E669D8,3.407484285625314,0.4590503095070967,2.419884220484173,0.6638941991245008
044F8B563B34F8F470664CA2CF26BEB3,3.217483423232362,0.47764507527225103,1.97342230508347,0.7326320096392844
0452C4744A96E2ABB77D735FB8D4734D,0.21404226804348803,0.9756323236933826,0.3503857669868477,0.9556822339187206
04550DDCAA52BCAF515E76B0326104EC,3.5563518087671033,0.536495060727609,2.2546456877250187,0.741169082931062
0456FB2B9B3B957ECFB43C1C9DF6EB15,2.5158091570878702,0.5949931127611382,2.0534833772766263,0.6940138886900619
04634A71A0CBAA8C3C45A3E7DB1D45A0,4.159713852723463,0.40964117376574766,2.983502994362086,0.6238654598091968
047E5AAD9CA2329F00BFC662803693F6,3.0859504506004702,0.5591740973270403,2.0302376655512813,0.7452167135834696
047F968DBD0846CB66E432A21C1E231E,3.050986729179071,0.545289068395646,2.2400305319937095,0.6997091281265656
048D25D1330899B67ACF3F1442878AA9,4.449314664746043,0.4517508793016215,2.94755933737163,0.6764811050444745
04A98317FBA4FB2A9D65946C094792BB,6.175811983100584,0.20046850806113273,4.5828956100418585,0.4743848112219709
04B8E517D44BE9EBC4424BDF8ED4310A,4.544203019783724,0.3457070863534224,2.9141608875448997,0.6426728336435605
04DDB69488073746866A59005B6DD042,3.123979551907033,0.5562763536656403,1.528712851871419,0.8223817445650664
04DF0591BF59598B37E90CB7D9CA8DD7,3.044921751301969,0.575647364031472,2.3720671786825553,0.6944928051052857
04F6078DC43AA7416C4F1F9F2EAF2886,3.275127199855095,0.5037760198213513,2.211755990924322,0.7077174641556127
05017E369D92DB62E72B5D6D16418037,0.9826531895824281,0.5773809523809526,1.0235276421247417,
050216070EB77BFCDDB67BD416D84490,3.4092885556653263,0.5431442884956639,1.4601271328813914,0.8425803085165454
050717B62AF792587034C9B41976C99C,3.5767510762311736,0.5726976139233414,1.7220478700990691,0.8260271181818215
050BE8EFC61F3F391A6A4AAAE37D892E,2.3695404610329156,0.6084367664076927,0.8044772304566514,0.9033933030812921
050C2130BA4F4C108FA7B592120DE3FB,0.9891616457073742,0.7768021671674952,0.6895043038599934,0.8694474116397947
0513F65379FE01D74215B82718751025,5.098860532792552,0.28209839406350506,3.3886673981179363,0.5915005481122082
053013E1F5233E8B8A2BBD4C96500090,1.8827095105164127,0.7515306888149293,1.2763837637373026,0.8473192325273332
053584D7DBE27698EA0BC7302AD65A50,2.772756691514027,0.6348273221627683,1.4621498334184253,0.8362236010945064
05485047A2884D443ADF3DBCA23C26FE,3.3424936395511273,0.5457310539107537,1.9332170909848072,0.7748862283789956
05571B6F945D5B5804302D2701430FE6,2.4832443934621136,0.5312017513750517,1.4691332357646696,0.7776771217075095
0558DE7CC190DC6A16DF794B6D11F874,2.344253598213952,0.6025837157891486,1.7995816407509928,0.7250638573751012
0559CC25EB69601345B326EA75A2BBD3,4.149249344907227,0.4075559000276849,3.1333779370890436,0.5967288809201448
055D16318338DB96D2387C0EC2423AAC,3.214051632445978,0.4876142622694736,2.3059326844394445,0.6765664815096417
055DBB33FCDC515FB88F91419CE410E5,0.04609845362259969,0.9954954954954955,0.11084454096742405,0.9873080339953199
056D9F5074DACE7F3D14179EAB9D3E63,-0.0,,0.07756768731667496,
0594EEA8A26DACB5C7CCFE637C47CC30,3.0298010415630134,0.5859613954298126,2.0600870967627998,0.7484295579786417
0599C464E5AF6F4EDCB5D338A89E4648,2.1922606990668987,0.5372226192640556,2.006712171299499,0.599439254404785
059E2675F2A7C46583ABFA17207387E9,3.129718454631749,0.574608950774642,2.0369027986337427,0.7553344322614911
