userid_x,userid_y,N_previous,n_prev_match,CE_alter,Pi_alter,meetup,Rank,CCE_alters,Pi_alters,CCE_ego_alter,Pi_ego_alter,CCE_ego_alters,Pi_ego_alters,LZ_entropy,Pi,ODLR,CODLR
0,267,1747,133,6.770827713720476,0.11438724781216986,18,1,6.770827713720476,0.11438724781216986,5.91965508347059,0.2840887566874291,5.91965508347059,0.2840887566874291,5.3114826828514605,0.38432049429888543,0.3333333333333333,0.3333333333333333
0,66,274,54,6.53490952291292,0.16740814767719478,9,2,6.462689874457589,0.18236816273613754,5.200187470865979,0.40160603075938733,5.73964287685801,0.31491408913864855,5.3114826828514605,0.38432049429888543,0.14074074074074075,0.35555555555555557
0,547,323,73,6.300223420406237,0.21453588472321228,9,3,6.24681621536107,0.22473407709474674,5.276129835551754,0.3898417698645776,5.625647400582332,0.3338894670562256,5.3114826828514605,0.38432049429888543,0.11851851851851852,0.37037037037037035
0,256,541,86,6.568759087977599,0.16022789046376068,9,4,5.80425346840413,0.3039779007957445,5.360671853752755,0.37658949679179654,5.327097515510385,0.38187254906977436,5.3114826828514605,0.38432049429888543,0.21481481481481482,0.5037037037037037
0,515,974,105,6.771964603614808,0.11411072437293114,9,5,5.724704392129305,0.3174234342788577,5.660702273627034,0.32809609021276664,5.31480368973389,0.38380033807466196,5.3114826828514605,0.38432049429888543,0.2222222222222222,0.5111111111111111
0,257,150,68,5.551140632633355,0.34608565474035924,6,6,5.577903607655515,0.3417227301667962,4.935936758347947,0.44158575271111655,5.200757306773094,0.4015182355285993,5.3114826828514605,0.38432049429888543,0.14814814814814814,0.5185185185185185
0,557,173,43,6.255680970754754,0.22305280370062158,5,7,5.5021914006360015,0.3540148373651904,5.157705069704311,0.4081314173865759,5.151989233017051,0.40900640752571377,5.3114826828514605,0.38432049429888543,0.13333333333333333,0.5259259259259259
0,327,197,33,6.666153653873306,0.1388563554399034,5,8,5.470463551930143,0.3591203188044761,5.25574710572264,0.3930120085359926,5.127659680073749,0.41272302701367425,5.3114826828514605,0.38432049429888543,0.08888888888888889,0.5407407407407407
0,335,725,85,6.896494730977473,0.0818219208595248,4,9,5.41327948955842,0.36825656377777954,5.54281493190456,0.34743889310127435,5.086031167647719,0.4190533646396441,5.3114826828514605,0.38432049429888543,0.1259259259259259,0.5481481481481482
0,138,960,107,6.714007180758784,0.1278953154902338,4,10,5.350040126086877,0.37826535604637646,5.655206716425706,0.32900671491059424,5.039158856934915,0.4261382922629466,5.3114826828514605,0.38432049429888543,0.15555555555555556,0.5555555555555556
