userid_x,userid_y,meetup,N_previous,n_prev_match,CE_alter,Pi_alter,Rank,CCE_alters,Pi_alters,CCE_ego_alter,Pi_ego_alter,CCE_ego_alters,Pi_ego_alters,LZ_entropy,Pi,ODLR,CODLR
19,5837.0,4,246,28,6.967117987139684,0.12644666237497082,1,6.967117987139684,0.12644666237497082,6.118763028372039,0.2846266263193673,6.118763028372039,0.2846266263193673,6.45051155255251,0.2275015517568062,0.10365853658536585,0.10365853658536585
19,355.0,3,174,6,7.226158733833716,0.06266376353377823,2,6.841575022927465,0.15301944413197527,6.324316144022456,0.24974111338206278,6.053195009299663,0.2954514938808031,6.45051155255251,0.2275015517568062,0.024390243902439025,0.10365853658536585
19,77.0,3,208,15,7.163199737805668,0.0799501537822546,3,6.6211072589163775,0.1962118759991178,6.279286892081246,0.257516168998758,5.930478400120801,0.31536303641275104,6.45051155255251,0.2275015517568062,0.07926829268292683,0.15853658536585366
19,11601.0,2,150,19,6.610415287054867,0.19822032833930106,4,6.332561931329731,0.24830862073713894,6.061510544853107,0.2940861010169579,5.756153610363313,0.34294094323753405,6.45051155255251,0.2275015517568062,0.08536585365853659,0.18292682926829268
19,28794.0,2,151,11,6.861047146279695,0.14901088933750695,5,6.235024849019174,0.2650831064483425,6.2211234197313905,0.26744475678844726,5.685810509708982,0.3538545832095093,6.45051155255251,0.2275015517568062,0.06707317073170732,0.20121951219512196
19,39697.0,2,162,10,6.998788718315312,0.11943023014452492,6,6.161242080884476,0.27753954047339435,6.2169145626875535,0.2681584057191373,5.6283708773418235,0.3626808993183291,6.45051155255251,0.2275015517568062,0.06707317073170732,0.21951219512195122
19,6080.0,2,164,14,6.876216826745872,0.14586168318602394,7,6.089215963966417,0.28952145470528257,6.207590776941796,0.2697370821596553,5.5709287026296455,0.3714338109415265,6.45051155255251,0.2275015517568062,0.06097560975609756,0.23780487804878048
19,34871.0,2,166,10,7.0238470774732615,0.11376999946572736,8,6.076688428884892,0.29158841629598653,6.298364338079144,0.2542318274767929,5.561217855528584,0.37290641962763343,6.45051155255251,0.2275015517568062,0.07926829268292683,0.25
19,69487.0,2,170,5,7.228674084036782,0.06193188558242625,9,6.02376753330171,0.3002665263534931,6.3742435675910105,0.24102465767681866,5.51701991470639,0.3795834422073643,6.45051155255251,0.2275015517568062,0.03048780487804878,0.2621951219512195
19,8088.0,2,173,9,7.130345561562037,0.08836523983850213,10,6.019212384753347,0.3010095306839015,6.313137189833702,0.25167880239640245,5.512691711671716,0.38023509319188326,6.45051155255251,0.2275015517568062,0.04878048780487805,0.2621951219512195
