Shannon Entropy,Shannon Pi,LZ Entropy,LZ Pi
6.408938008133441,0.19322009783347865,5.3114826828514605,0.38432049429888543
10.755791936880676,0.02663737173666965,9.874718613703587,0.14676114697938616
5.343680236494902,0.3287779008494741,4.079120111424208,0.532984494826367
6.188190607391746,0.13454198199743642,5.138970633053944,0.3526398420782448
6.823958317474529,0.08224004156054131,6.196130306139326,0.22293935490849645
6.907054273785933,0.056555107822476774,6.2677618703721505,0.20897132031166116
6.390642870708142,0.1841804783466261,5.232442761975694,0.38928316847492633
4.432380365054169,0.4748238873187418,3.6181287117379446,0.5955680769848246
7.184613832614919,0.07426579120271437,6.45051155255251,0.2275015517568062
10.562822340440828,0.042967328239542336,9.42846438064601,0.1896053201958798
5.487504503707089,0.2579952252895946,4.465623097844717,0.44734853273754244
4.459395261868,0.4500762497123075,3.880839120746005,0.5421827683253412
7.006244987854107,0.15235257706812233,5.591538542800218,0.3859526304104729
7.662295264692962,0.21679283768539187,5.788358322405217,0.4564932491883014
8.054224595911146,0.06995821780880634,7.0132707422107305,0.24971519388106886
7.196288252256154,0.1465971181808697,5.89939663953069,0.35842673865262964
9.548396380084966,0.11788062504337754,7.4211539317226904,0.36737580142173043
8.151963205474786,0.10424821129852642,6.864384231116884,0.3014263755700645
5.78026151355135,0.2183437899204059,4.591415297784005,0.4394866551189947
4.853496970712682,0.37167634640058506,3.828873105349323,0.5435426493976251
5.339260974768261,0.27731174673934206,4.247433044204096,0.47676697598688245
8.46280611722533,0.05633397576300293,7.571834935147333,0.20889607843420632
8.11963573215539,0.024990539195737346,7.861928685187148,0.08904869543081563
7.108643641555495,0.07896194073777289,6.160351774512874,0.2699070928357039
7.236602817450593,0.08138469863644275,6.382655118762421,0.25078496921754134
4.846705980259555,0.3475215128177181,4.061134095784203,0.48976056018158187
6.1808162939889515,0.16519448779221652,5.315307860658736,0.3373315284401681
7.32065066846792,0.21090083944257193,5.832117781548427,0.41794783763427823
4.798968248077941,0.3837840449251375,3.8982278670151516,0.5341655132619394
6.76735652976909,0.16797905101592137,5.919531205467453,0.3171184462353735
7.252423758128812,0.18559560478302925,5.961609056155367,0.37873495596661927
7.054271404395213,0.1173076959593657,6.087559374433379,0.29583837932404367
6.786351475371461,0.15005402119348626,5.60970724271978,0.35746753176569046
6.50285967056533,0.1184852434259228,5.647514601949907,0.2965257111515498
8.387337463138032,0.1470034984478452,6.61308551587431,0.380417169240293
7.647690252667718,0.08276247534604346,6.618352834178993,0.26719009441157016
8.458386312472534,0.13044682461404666,6.844565048250267,0.3493441056466756
5.686248636512037,0.287784364992127,4.459754732007412,0.48876704996221954
7.304318122403271,0.07565260096047248,6.535690587449195,0.230845897651442
7.580399780010939,0.1589887088928901,6.197573283993121,0.36441195954427996
10.236042787952018,0.012917202448104561,9.851710388491252,0.07971307647396499
6.953436266552647,0.24776252489389272,5.45725153873217,0.45367269483109757
7.24992331814759,0.0818678201205069,6.369930318926932,0.2550557420959765
6.868727993912008,0.2904571534822667,5.130956483631206,0.5113931204255328
4.92050888064378,0.4166205562611471,2.8792627955239087,0.7035664491373468
6.407280317751743,0.2907153814234278,4.282325963291868,0.5773644979351447
6.707922466825582,0.156316197440189,5.346204614257676,0.3924897032420062
8.332497033099655,0.183637715657378,6.618417785312892,0.39669453252766007
7.63069449439726,0.1523935197834023,6.140569270464451,0.3732003976182241
5.767774290884563,0.30368453467201756,4.620212311872298,0.4835435036285099
6.6737057986190695,0.13065432854567724,5.630125071086996,0.3295332459727789
