userid_x,userid_y,group,CE_alter,Pi_alter,N_previous,LZ,Pi,meetup
0.0,267.0,useful,6.770827713720476,0.11438724781216986,1747,5.3114826828514605,0.38432049429888543,18
0.0,66.0,useful,6.53490952291292,0.16740814767719478,274,5.3114826828514605,0.38432049429888543,9
0.0,256.0,useful,6.5687590879775986,0.16022789046376068,541,5.3114826828514605,0.38432049429888543,9
0.0,515.0,useful,6.771964603614808,0.11411072437293115,974,5.3114826828514605,0.38432049429888543,9
0.0,547.0,useful,6.300223420406238,0.21453588472321228,323,5.3114826828514605,0.38432049429888543,9
0.0,535.0,useless,7.091031221688719,,560,5.3114826828514605,0.38432049429888543,8
0.0,257.0,useful,5.551140632633356,0.34608565474035924,150,5.3114826828514605,0.38432049429888543,6
0.0,573.0,useless,8.060515372108547,,1715,5.3114826828514605,0.38432049429888543,6
0.0,327.0,useful,6.666153653873306,0.1388563554399034,197,5.3114826828514605,0.38432049429888543,5
0.0,557.0,useful,6.255680970754753,0.2230528037006216,173,5.3114826828514605,0.38432049429888543,5
0.0,138.0,useful,6.7140071807587836,0.1278953154902338,960,5.3114826828514605,0.38432049429888543,4
0.0,335.0,useful,6.896494730977472,0.0818219208595248,725,5.3114826828514605,0.38432049429888543,4
0.0,52.0,useful,6.645673038067813,0.14344752275144454,340,5.3114826828514605,0.38432049429888543,3
0.0,88.0,useful,6.147205482600817,0.2433348738365319,225,5.3114826828514605,0.38432049429888543,3
0.0,282.0,useful,6.579738067393315,0.15787367736516786,524,5.3114826828514605,0.38432049429888543,3
0.0,375.0,useless,7.3584004475017935,,581,5.3114826828514605,0.38432049429888543,3
0.0,456.0,useless,7.159383993325279,,268,5.3114826828514605,0.38432049429888543,3
0.0,583.0,useless,8.160313707498924,,564,5.3114826828514605,0.38432049429888543,3
0.0,10300.0,useless,7.123562638381503,,229,5.3114826828514605,0.38432049429888543,3
0.0,135.0,useful,6.701922779319801,0.13069616181378932,724,5.3114826828514605,0.38432049429888543,2
0.0,172.0,useful,6.385987241054579,0.1977872617344281,372,5.3114826828514605,0.38432049429888543,2
0.0,312.0,useless,7.626920063768172,,699,5.3114826828514605,0.38432049429888543,2
0.0,350.0,useless,7.655155642526102,,1848,5.3114826828514605,0.38432049429888543,2
0.0,392.0,useless,8.043509353474077,,747,5.3114826828514605,0.38432049429888543,2
0.0,510.0,useless,7.505678077318262,,916,5.3114826828514605,0.38432049429888543,2
0.0,4216.0,useless,8.084398240852686,,870,5.3114826828514605,0.38432049429888543,2
0.0,6031.0,useless,7.091384068602812,,166,5.3114826828514605,0.38432049429888543,2
0.0,6150.0,useless,8.494882839240699,,785,5.3114826828514605,0.38432049429888543,2
2.0,1171.0,useful,7.2253780342890765,0.4257149151918458,149,9.874718613703589,0.14676114697938614,2
2.0,1174.0,useful,10.864711730845327,0.003079275377776284,1997,9.874718613703589,0.14676114697938614,2
4.0,3539.0,useful,6.333768677505795,0.12094201953552346,309,4.079120111424208,0.532984494826367,11
4.0,191.0,useful,5.711955396548934,0.2597497975223673,553,4.079120111424208,0.532984494826367,8
4.0,234.0,useful,5.619564980720756,0.2776712692979771,695,4.079120111424208,0.532984494826367,6
4.0,3531.0,useful,5.733385251804825,0.2555256001959144,243,4.079120111424208,0.532984494826367,4
4.0,3542.0,useless,6.9018765731216245,,473,4.079120111424208,0.532984494826367,4
4.0,158.0,useless,10.204622925915064,,1357,4.079120111424208,0.532984494826367,2
4.0,3540.0,useful,5.109482408448497,0.3698516322862649,263,4.079120111424208,0.532984494826367,2
4.0,3541.0,useful,5.04878281721814,0.3802044641932281,214,4.079120111424208,0.532984494826367,2
4.0,56996.0,useless,7.510339051088702,,199,4.079120111424208,0.532984494826367,2
4.0,78033.0,useless,7.133702655094619,,140,4.079120111424208,0.532984494826367,2
9.0,256.0,useless,8.619764035278623,,541,5.138970633053943,0.3526398420782448,2
13.0,4318.0,useless,8.783164961871229,,1302,6.1961303061393265,0.22293935490849645,6
13.0,2905.0,useful,6.944439458455945,0.04284608881688859,219,6.1961303061393265,0.22293935490849645,3
15.0,510.0,useless,8.734418275380225,,912,6.267761870372151,0.2089713203116612,3
15.0,557.0,useless,7.30510893316895,,155,6.267761870372151,0.2089713203116612,2
15.0,10393.0,useless,9.978209981583072,,1662,6.267761870372151,0.2089713203116612,2
19.0,436.0,useless,7.808790437064554,,799,6.450511552552509,0.2275015517568062,31
19.0,135.0,useless,7.9847371301699965,,723,6.450511552552509,0.2275015517568062,18
19.0,486.0,useless,8.694395189991258,,1421,6.450511552552509,0.2275015517568062,9
19.0,490.0,useless,8.238327001951708,,1115,6.450511552552509,0.2275015517568062,6
19.0,4620.0,useless,8.746510345238125,,758,6.450511552552509,0.2275015517568062,6
19.0,4678.0,useless,9.376640343662764,,1437,6.450511552552509,0.2275015517568062,6
19.0,19096.0,useless,9.083270463006984,,2081,6.450511552552509,0.2275015517568062,6
19.0,116.0,useless,8.61729833371308,,960,6.450511552552509,0.2275015517568062,5
19.0,531.0,useless,9.278421312126381,,1133,6.450511552552509,0.2275015517568062,5
19.0,4743.0,useless,8.369469284593135,,508,6.450511552552509,0.2275015517568062,5
19.0,4879.0,useless,9.712984584777214,,1589,6.450511552552509,0.2275015517568062,5
19.0,203.0,useless,7.992146428671742,,354,6.450511552552509,0.2275015517568062,4
19.0,211.0,useless,8.940962662311524,,1097,6.450511552552509,0.2275015517568062,4
19.0,337.0,useless,9.785329803111773,,1925,6.450511552552509,0.2275015517568062,4
19.0,510.0,useless,9.028236627151426,,915,6.450511552552509,0.2275015517568062,4
19.0,4165.0,useless,8.067153648896745,,773,6.450511552552509,0.2275015517568062,4
19.0,4627.0,useless,9.100126374253804,,908,6.450511552552509,0.2275015517568062,4
19.0,5837.0,useful,6.967117987139684,0.12644666237497082,246,6.450511552552509,0.2275015517568062,4
19.0,19061.0,useless,7.669979810956094,,320,6.450511552552509,0.2275015517568062,4
19.0,54.0,useless,8.027432308576834,,550,6.450511552552509,0.2275015517568062,3
19.0,77.0,useful,7.163199737805668,0.0799501537822546,208,6.450511552552509,0.2275015517568062,3
19.0,125.0,useless,8.794090486966525,,580,6.450511552552509,0.2275015517568062,3
19.0,197.0,useless,8.392026632663333,,611,6.450511552552509,0.2275015517568062,3
19.0,355.0,useful,7.226158733833716,0.06266376353377823,174,6.450511552552509,0.2275015517568062,3
19.0,428.0,useless,8.121769877404649,,562,6.450511552552509,0.2275015517568062,3
19.0,1388.0,useless,9.255592960786876,,1154,6.450511552552509,0.2275015517568062,3
19.0,1405.0,useless,8.198866224387942,,450,6.450511552552509,0.2275015517568062,3
19.0,2389.0,useless,7.961124389224774,,342,6.450511552552509,0.2275015517568062,3
19.0,2810.0,useless,9.596285201073401,,1880,6.450511552552509,0.2275015517568062,3
19.0,3383.0,useless,8.080653982952914,,644,6.450511552552509,0.2275015517568062,3
19.0,3587.0,useless,7.568009675521488,,228,6.450511552552509,0.2275015517568062,3
19.0,3675.0,useless,7.855817471020288,,366,6.450511552552509,0.2275015517568062,3
19.0,3756.0,useless,9.207293443434283,,1920,6.450511552552509,0.2275015517568062,3
19.0,4210.0,useless,7.990113020251464,,535,6.450511552552509,0.2275015517568062,3
19.0,4598.0,useless,8.406943333953945,,556,6.450511552552509,0.2275015517568062,3
19.0,5219.0,useless,7.906132485053782,,463,6.450511552552509,0.2275015517568062,3
19.0,5504.0,useless,8.67083588241498,,699,6.450511552552509,0.2275015517568062,3
19.0,6296.0,useless,8.677837141700415,,640,6.450511552552509,0.2275015517568062,3
19.0,10107.0,useless,8.732986829827865,,650,6.450511552552509,0.2275015517568062,3
19.0,10812.0,useless,9.958196730574338,,1532,6.450511552552509,0.2275015517568062,3
19.0,27422.0,useless,7.528301341589897,,266,6.450511552552509,0.2275015517568062,3
19.0,107.0,useless,8.545275210150166,,521,6.450511552552509,0.2275015517568062,2
19.0,138.0,useless,8.467427859494459,,959,6.450511552552509,0.2275015517568062,2
19.0,141.0,useless,8.359609295636284,,758,6.450511552552509,0.2275015517568062,2
19.0,156.0,useless,7.644611140011341,,275,6.450511552552509,0.2275015517568062,2
19.0,163.0,useless,8.073658443444097,,337,6.450511552552509,0.2275015517568062,2
19.0,213.0,useless,7.399252381755232,,248,6.450511552552509,0.2275015517568062,2
19.0,227.0,useful,7.085832605772825,0.09928549545454377,217,6.450511552552509,0.2275015517568062,2
19.0,267.0,useless,8.977616005599742,,1734,6.450511552552509,0.2275015517568062,2
19.0,312.0,useless,8.188208553309554,,695,6.450511552552509,0.2275015517568062,2
19.0,460.0,useless,9.45677217141467,,1075,6.450511552552509,0.2275015517568062,2
19.0,471.0,useless,7.631522553103073,,402,6.450511552552509,0.2275015517568062,2
19.0,511.0,useless,7.384212342398385,,217,6.450511552552509,0.2275015517568062,2
19.0,588.0,useless,8.58638191211908,,1974,6.450511552552509,0.2275015517568062,2
19.0,1108.0,useless,9.86141913578699,,1956,6.450511552552509,0.2275015517568062,2
19.0,1766.0,useless,10.134838788055779,,1772,6.450511552552509,0.2275015517568062,2
19.0,2754.0,useless,8.49056603773585,,512,6.450511552552509,0.2275015517568062,2
19.0,2899.0,useless,8.043243228329665,,379,6.450511552552509,0.2275015517568062,2
