Rank,category,lower_Pi_alters_ratio,upper_Pi_alters_ratio,mean_Pi_alters_ratio,lower_Pi_ego_alters_ratio,upper_Pi_ego_alters_ratio,mean_Pi_ego_alters_ratio,lower_Pi_alters,upper_Pi_alters,mean_Pi_alters,lower_Pi_ego_alters,upper_Pi_ego_alters,mean_Pi_ego_alters,lower_CCE_alters,upper_CCE_alters,mean_CCE_alters,lower_CCE_ego_alters,upper_CCE_ego_alters,mean_CCE_ego_alters,lower_ODLR,upper_ODLR,mean_ODLR,lower_CODLR,upper_CODLR,mean_CODLR
1,non-social co-location network,0.3663117439120227,0.4881978684574069,0.42390182077707295,1.0351216118843187,1.0580062806520352,1.0461821535485023,0.14055434561422017,0.1785673027898069,0.1593200825968457,0.3907616186839155,0.42686633133394714,0.4088130804802714,7.751959221229788,8.102573995089337,7.9242679034586985,5.936970892488109,6.366423118720184,6.149186276337076,0.05891019945909011,0.0816073136243694,0.0694719076067909,0.05889055331696069,0.08116609347808984,0.0694719076067909
1,social network,0.6159244054297424,0.7856042206820466,0.6955371233952673,1.0691121515584752,1.1143210139234623,1.0897974457426212,0.2293835367761454,0.2767141912866265,0.2531292144088856,0.405252436526361,0.4416688612615078,0.42355845136935566,7.08077205243501,7.436317996205475,7.257362666579889,5.815506933230093,6.249421762049809,6.0263497379517075,0.14905005030759488,0.20170692273334168,0.17461004339795627,0.1494088316743273,0.20246079041774728,0.17461004339795627
2,non-social co-location network,0.4447513138876236,0.5331941887697701,0.4881302583766734,1.0621639913309466,1.1016354764138279,1.0805414861052876,0.16864930006528284,0.19710251104511367,0.18276850732024813,0.4018276582405649,0.43648940973616285,0.4190257789523211,7.642230818407345,7.972073011397549,7.804305954435507,5.861651722490473,6.275582917561964,6.066109354865226,0.04901654883680666,0.06953549237008975,0.0587008162827156,0.09304560139798221,0.12245668893559272,0.10690398292809361
2,social network,0.7284949635816894,0.8562128892690464,0.7917487306259562,1.1063277942255934,1.1634372093592662,1.1334442859836487,0.2750385573910589,0.3179328614421752,0.29662715615604945,0.4203061852450345,0.45516656222799584,0.4379946681444581,6.7911621753190765,7.161512037828904,6.974963273097798,5.704825558241018,6.117669169889251,5.905130043975161,0.10072494610763486,0.13346782671317647,0.11674844853852885,0.20725496745654892,0.2661411893462872,0.2361886982347727
3,non-social co-location network,0.5043246743665983,0.5923514814897587,0.5465421700957216,1.0784530598421718,1.122603047892654,1.0993341349697288,0.19073960134519863,0.21819397173600888,0.20431082875080445,0.4083746273166946,0.4420845592434011,0.42530158297311244,7.511441545554902,7.837342271392412,7.670219489440687,5.8149940364563975,6.225770341722805,6.015276065248866,0.04008046007054832,0.0520004818209252,0.04588989406620902,0.11177045156411743,0.14303971731523732,0.12700090686915294
3,social network,0.7728691359431821,0.8945102275090091,0.8332445465313961,1.1317017680164945,1.1938685326089506,1.160490416069247,0.2935707645522597,0.33442931122053293,0.31375288339951346,0.4297006935202879,0.46442641704673876,0.4473060685062937,6.6606085797544905,7.052895241185587,6.861755772086226,5.628384094296678,6.032859376668907,5.827583603784366,0.07904950756490539,0.10408006301274858,0.09132956006661322,0.24249157899884508,0.302863285248189,0.27239649760155904
4,non-social co-location network,0.5477937547821997,0.643811217903719,0.5945223684925287,1.0948042655127845,1.1492677440191654,1.1203497714153012,0.2072920726676392,0.23332754377104753,0.2201779562494215,0.415618207227859,0.4478871808973719,0.43157240963789756,7.405524628522799,7.724874755086803,7.563549637403015,5.765361163769077,6.168909185976152,5.962863412851542,0.04377915709905097,0.05859207869332328,0.050811968642386615,0.13230144227402427,0.16559768241493406,0.14879253028011458
4,social network,0.8075428081606957,0.9287352878690674,0.8673844764060789,1.1516986206370328,1.2219159370234782,1.1842578547818798,0.30680730641996873,0.347408068323032,0.32705981232134046,0.4381645677613984,0.4718584207851138,0.45488828181118474,6.561542240124955,6.9598371127239185,6.762120468906446,5.563711407523999,5.968581508172619,5.763514133575522,0.06575992022061732,0.08710400104559204,0.076241259454726,0.26646676240777684,0.3265871575039937,0.2962766873560086
5,non-social co-location network,0.5862924999913975,0.6872802623238985,0.6350483236640027,1.1090060834475848,1.169258633868909,1.13725506970365,0.2217409412513203,0.24755782325626471,0.23469303635950395,0.42120136354354504,0.4525211513777868,0.4368163071889458,7.304409080711488,7.622695364802025,7.46281465349411,5.727938290648894,6.119944262422973,5.919477004333235,0.03837737960733221,0.05033171670303557,0.04411322795050117,0.14672530381655632,0.1817713997692515,0.16364028761114463
5,social network,0.8388392140666276,0.9628019023414646,0.8992703677879585,1.1658713669615137,1.2417011114532348,1.2009937394352548,0.3184490833041756,0.359050495008525,0.33853896859966354,0.4442159210326172,0.47669413903373725,0.4602758373787682,6.483226299951787,6.87371468311407,6.674975747010398,5.5287451182546175,5.919898780820768,5.717603152528121,0.058581230100646774,0.08279568046875507,0.07011859586173702,0.285845580852453,0.3488187982959146,0.316901434537586
