userid_x,userid_y,N_previous,n_prev_match,CE_alter,Pi_alter,meetup,Rank,CCE_alters,Pi_alters,CCE_ego_alter,Pi_ego_alter,CCE_ego_alters,Pi_ego_alters,LZ_entropy,Pi,ODLR,CODLR,category,Pi_alters_ratio,Pi_ego_alters_ratio
98,559.0,500,125,7.928340815119287,0.21321454194029754,9,1,7.928340815119287,0.21321454194029754,6.325049933366767,0.4142031123894207,6.325049933366767,0.4142031123894207,6.613085515874309,0.380417169240293,0.10535714285714286,0.10535714285714286,social network,0.5604756019979192,1.08881287670743
98,350.0,1843,235,8.700965466357376,0.09697659133957794,8,2,7.950431739992103,0.21015902774694195,6.428929190621448,0.40211089292764096,6.256791745119619,0.4220941782529479,6.613085515874309,0.380417169240293,0.19464285714285715,0.2357142857142857,social network,0.552443592823734,1.1095560673454499
98,138.0,959,105,8.92089674486075,0.057197724077755994,4,3,7.634792101116942,0.25284857781951336,6.407715184976929,0.4045886293595143,6.139483270722574,0.4355575766222299,6.613085515874309,0.380417169240293,0.08571428571428573,0.2732142857142857,social network,0.6646613198990499,1.1449472101694418
98,564.0,150,3,7.206062703012682,0.3080588120570655,2,4,7.628535385447591,0.25367544934942066,6.606849476432113,0.3811573296203449,6.136780429801188,0.4358663440189837,6.613085515874309,0.380417169240293,0.0071428571428571435,0.2767857142857143,social network,0.6668349114105965,1.1457588649046118
98,557.0,167,8,7.388988054531016,0.284843595331784,2,5,7.614434603582502,0.2555364560740975,6.580551883972231,0.38427425104347696,6.1306764042275885,0.4365634213048547,6.613085515874309,0.380417169240293,0.026785714285714284,0.2785714285714286,social network,0.6717269270059842,1.1475912671783133
98,547.0,320,12,8.240209056673622,0.16892596353859218,2,6,7.582302878067349,0.25976431125675875,6.570787018858162,0.3854298461762425,6.114202257941742,0.438443140421016,6.613085515874309,0.380417169240293,0.0375,0.28214285714285714,social network,0.6828406608868827,1.1525324719086758
98,6112.0,449,43,8.429046377647621,0.14063859428912426,2,7,7.512305445183164,0.2689143117724049,6.501599057067947,0.3935903608225584,6.085266273911621,0.4417390683668608,6.613085515874309,0.380417169240293,0.04107142857142857,0.2875,social network,0.7068932043983098,1.161196455062819
98,535.0,556,34,8.823753846319974,0.07550102206442864,2,8,7.403837341009425,0.2829378513859276,6.549677987429357,0.38792465369699625,6.062781879425019,0.4442951492384569,6.613085515874309,0.380417169240293,0.07321428571428573,0.3071428571428572,social network,0.7437567866638743,1.1679156072943042
98,5712.0,170,6,7.404446188536309,0.28285964173664163,1,9,7.360257379569898,0.28852154253772844,6.596416868565857,0.3823946959505592,6.0543018463727165,0.44525805438790783,6.613085515874309,0.380417169240293,0.014285714285714284,0.3196428571428571,social network,0.7584345972446945,1.1704467894472388
98,327.0,192,10,7.564232687797904,0.2621342356413415,1,10,7.338238317130128,0.2913320964866536,6.571782175939663,0.38531212119875,6.041425727604724,0.4467189595885943,6.613085515874309,0.380417169240293,0.025,0.3232142857142857,social network,0.7658226811067819,1.1742870609144913
107,406.0,970,109,8.23729161909767,0.020376479906359157,20,1,8.23729161909767,0.020376479906359157,6.2616058924747175,0.3557969156075307,6.2616058924747175,0.3557969156075307,6.197573283993122,0.36441195954428,0.2012987012987013,0.2012987012987013,social network,0.05591605701371937,0.9763590526844317
107,256.0,541,146,7.127194977584231,0.23193501869432895,10,2,6.973416817613098,0.2551416077564029,5.943769763908616,0.3979712946724431,5.987899102457413,0.3922008865728551,6.197573283993122,0.36441195954428,0.19805194805194806,0.32142857142857145,social network,0.7001460876187309,1.0762569018407817
107,8615.0,174,27,7.084087291584593,0.23850529113679,4,3,6.804429473367564,0.2799608118464417,6.100144720192293,0.377402723923017,5.928748097229454,0.3999295817197431,6.197573283993122,0.36441195954428,0.06818181818181818,0.35064935064935066,social network,0.7682536330491191,1.097465577748546
107,4198.0,229,24,7.501428400459014,0.1723077960168714,4,4,6.6288947081810115,0.3050817715263448,6.056241153762428,0.38321184233602457,5.838342964398088,0.4116524902584197,6.197573283993122,0.36441195954428,0.055194805194805185,0.3863636363636364,social network,0.837189240188134,1.1296349625111561
107,480.0,312,8,8.162882407862439,0.04295357535404226,3,5,6.5972419988219055,0.30954644106808565,6.1754920149898895,0.3673684393984652,5.824817303046223,0.4133972758788202,6.197573283993122,0.36441195954428,0.016233766233766232,0.3896103896103896,social network,0.8494409498941606,1.134422910806219
107,482.0,183,35,7.052584531347526,0.24327400286528345,2,6,6.466672095407244,0.3277682939433845,6.067273570772067,0.3817546505951667,5.757243243966423,0.4220795234576826,6.197573283993122,0.36441195954428,0.03896103896103896,0.3961038961038961,social network,0.8994443935190253,1.1582482747973462
107,544.0,159,50,6.6857060294452175,0.2970198593284851,1,7,6.274604419090999,0.3540403819522332,6.024182807264726,0.3874365287815797,5.695396370391718,0.4299761601744601,6.197573283993122,0.36441195954428,0.08441558441558443,0.40584415584415584,social network,0.9715388660541846,1.1799178070669587
107,8608.0,159,22,7.023002910210019,0.2477275335342711,1,8,6.157490544132023,0.3697733123725711,6.113058437563617,0.3756888099373947,5.660618456126986,0.4343961485845885,6.197573283993122,0.36441195954428,0.07792207792207792,0.4448051948051948,social network,1.0147123404923257,1.1920469051779423
