userid_x,userid_y,meetup,N_previous,n_prev_match,CE_alter,Pi_alter,Rank,CCE_alters,Pi_alters,CCE_ego_alter,Pi_ego_alter,CCE_ego_alters,Pi_ego_alters,LZ_entropy,Pi,ODLR,CODLR,category,Pi_alters_ratio,Pi_ego_alters_ratio
26,kanoka,119,519,1827,5.770617490836222,0.41379696823240397,1,5.770617490836222,0.41379696823240397,2.8821095566764425,0.7472202893603195,2.8821095566764425,0.7472202893603195,2.9812294396319072,0.73700163214678,0.06206896551724138,0.06206896551724138,SW-1H-CN,0.5614600432119434,1.0138651758256951
26,koichi,68,650,1567,6.301379929589946,0.342613993159125,2,5.7415927344651845,0.4175744274153249,2.8959320891391096,0.7458001411262452,2.8217967988850137,0.7533984179104151,2.9812294396319072,0.73700163214678,0.04482758620689655,0.09310344827586207,SW-1H-CN,0.5665854852980319,1.0222479639778728
26,rarirureroppa,64,204,1840,4.896169171031957,0.5232098453414189,3,5.186215641108106,0.4878680826016328,2.868573733161587,0.7486094494428316,2.753829737351781,0.7603244892014155,2.9812294396319072,0.73700163214678,0.013793103448275862,0.1,SW-1H-CN,0.661963367951497,1.0316455975636027
26,callorus,60,997,2332,5.796109782736622,0.4104700990205221,4,5.078936113956645,0.5010426505214701,2.889892484374652,0.7464208537321186,2.7232331010881268,0.7634298678980079,2.9812294396319072,0.73700163214678,0.04482758620689655,0.11379310344827588,SW-1H-CN,0.6798392685535916,1.0358591278478533
26,otarako,56,1185,1821,6.540392520841758,0.30907084053840256,5,5.185684403680509,0.4879336262775437,2.9020978403690734,0.7451661529187632,2.704871303709049,0.7652897433157461,2.9812294396319072,0.73700163214678,0.05517241379310345,0.12758620689655173,SW-1H-CN,0.6620523008290539,1.038382698131301
26,akifumi-yamashita,49,735,872,7.504880599199294,0.15937128802836922,6,5.1830554735435985,0.4882579366728027,2.931172041318898,0.7421723889675595,2.6920902082518925,0.7665826894341796,2.9812294396319072,0.73700163214678,0.04482758620689655,0.14482758620689656,SW-1H-CN,0.6624923410964197,1.040137030906206
26,eugene-donca-mollino,48,1240,2339,5.971709114454675,0.387313692102058,7,5.059315900210803,0.5034389080688068,2.8934490916140114,0.7460553645059921,2.679698998932005,0.7678348946657071,2.9812294396319072,0.73700163214678,0.06551724137931035,0.15862068965517245,SW-1H-CN,0.6830906284459118,1.0418360844454497
26,gotetsu,45,1196,2535,5.739945576604298,0.4177884685492689,8,4.8998652619104135,0.5227649445585395,2.8747319402713623,0.7479776303194331,2.662389505597172,0.7695819778479891,2.9812294396319072,0.73700163214678,0.16551724137931034,0.2310344827586207,SW-1H-CN,0.7093131436300897,1.0442066126859273
26,fwkw3521,38,651,1942,5.847202055932617,0.40377618875501264,9,4.823583531393479,0.5319192579778765,2.884707950491636,0.7469534469614972,2.6438175754984905,0.7714536999744129,2.9812294396319072,0.73700163214678,0.03448275862068965,0.23793103448275865,SW-1H-CN,0.7217341655383748,1.0467462571653727
26,celsius,35,745,1934,5.9781537974144054,0.3864556218473021,10,4.807273455838875,0.5338690518762603,2.8877019633056045,0.7466459071880306,2.6294678559573854,0.7728979241592263,2.9812294396319072,0.73700163214678,0.03448275862068965,0.2413793103448276,SW-1H-CN,0.7243797416312042,1.0487058514482328
4280,nikki5,153,1000,4093,3.0709304852838044,0.6995275289163208,1,3.0709304852838044,0.6995275289163208,1.8155251082865032,0.8383916619541018,1.8155251082865032,0.8383916619541018,1.880479592070216,0.8316431380348276,0.08280254777070062,0.08280254777070062,SW-1H-CN,0.8411390618448485,1.008114687190495
4280,jinwon-kim,133,1530,4915,2.8622874672318743,0.7238186572209594,2,2.7618534424889614,0.7353398151451975,1.8479698284508792,0.8350269732440971,1.8066459691479348,0.8393103117496324,1.880479592070216,0.8316431380348276,0.15286624203821655,0.18471337579617836,SW-1H-CN,0.8842011453167343,1.00921930737374
4280,tj-cho,130,1115,4333,2.9977120588912243,0.7081069851087619,3,2.676194487865771,0.745078150273657,1.817243094695554,0.8382138088070625,1.7778794735466164,0.8422801264176915,1.880479592070216,0.8316431380348276,0.14012738853503184,0.267515923566879,SW-1H-CN,0.895910897592778,1.0127903278418182
4280,golee,117,1546,3812,3.4274097165847386,0.6568958807707728,4,2.616988054792926,0.7517618963092444,1.848568219977981,0.834964800559869,1.7698760262215003,0.8431046442490625,1.880479592070216,0.8316431380348276,0.21019108280254775,0.34394904458598724,SW-1H-CN,0.9039476933407489,1.013781760096426
4280,yuina-azu,68,808,4743,2.681529018132276,0.7444740437126406,5,2.4979911013648195,0.7650783811319803,1.7929186241415467,0.8407287286732804,1.7432676348595708,0.8458403596546513,1.880479592070216,0.8316431380348276,0.15286624203821655,0.3885350318471338,SW-1H-CN,0.9199599517406712,1.0170712905217636
4280,hyunwoo-yi,41,737,1264,5.865379816274171,0.3188820485292873,6,2.491526637812965,0.7657973164617343,1.8488440140388924,0.8349361442312787,1.738632412129004,0.8463160600324279,1.880479592070216,0.8316431380348276,0.1910828025477707,0.4522292993630573,SW-1H-CN,0.9208244274958044,1.0176432911263746
4280,onepiece-chopper,38,1151,1849,5.175178416262362,0.4246548218871504,7,2.492064239638064,0.765737545514539,1.8587525472089808,0.8339060077948015,1.7383513575042029,0.8463448956346047,1.880479592070216,0.8316431380348276,0.2420382165605096,0.4904458598726114,SW-1H-CN,0.9207525565881256,1.0176779641740534
4280,kyung-jin-kim,35,181,4088,2.3130128662075253,0.7854675299103105,8,2.4438106250148324,0.7710896836541817,1.7543571995658125,0.8447012244638205,1.7113004976679738,0.8491158191521789,1.880479592070216,0.8316431380348276,0.044585987261146494,0.4968152866242038,SW-1H-CN,0.927188175298682,1.021009830200294
4280,sutae-kim,33,548,552,7.260860564537174,0.030163309183201106,9,2.4402836519179036,0.7714798738032312,1.856972903774158,0.8340911125268808,1.7088065646299397,0.8493708392571883,1.880479592070216,0.8316431380348276,0.14012738853503184,0.5159235668789809,SW-1H-CN,0.9276573550841024,1.0213164762764124
