Unnamed: 0,userid_x,userid_y,meetup,N_previous,n_prev_match,CE_alter,Pi_alter,Rank,CCE_alters,Pi_alters,CCE_ego_alter,Pi_ego_alter,CCE_ego_alters,Pi_ego_alters,LZ_entropy,Pi,ODLR,CODLR,Interval,category,Pi_alters_ratio,Pi_ego_alters_ratio
43.0,19,38216.0,7,229,25,6.973768934172777,0.12498516803873035,1,6.973768934172777,0.12498516803873035,6.083340793018488,0.29049143398931626,6.083340793018488,0.29049143398931626,6.450511552552509,0.2275015517568062,0.12195121951219512,0.12195121951219512,1.0,SW-1H-CN,0.5493816067344303,1.2768767146689388
19.0,19,4487.0,5,228,21,7.088588248112887,0.09862339367834624,2,6.672036812365109,0.18654701057137044,6.2463526458835,0.2631534716695573,5.98741573020988,0.3061789364663333,6.450511552552509,0.2275015517568062,0.10365853658536583,0.15853658536585366,1.0,SW-1H-CN,0.8199812666367428,1.3458322991732004
18.0,19,4402.0,4,179,10,7.127443597394531,0.08909285507034233,3,6.564458213698268,0.20677676609538564,6.263821764892838,0.26016838758779565,5.9201363322097675,0.3170214986316233,6.450511552552509,0.2275015517568062,0.04878048780487805,0.18292682926829268,1.0,SW-1H-CN,0.9089026624153541,1.393491588006889
10.0,19,355.0,3,174,6,7.226158733833716,0.06266376353377823,4,6.542458374620768,0.2108306768034376,6.324316144022457,0.2497411133820628,5.909617857665296,0.31870524312329435,6.450511552552509,0.2275015517568062,0.024390243902439025,0.18902439024390244,1.0,SW-1H-CN,0.9267219285994612,1.4008926122138399
15.0,19,4185.0,3,197,25,6.781650328959652,0.16513487803638008,5,6.3002122464019275,0.25391294395622965,6.086114611299378,0.2900336176095949,5.721644381299527,0.3483096817404361,6.450511552552509,0.2275015517568062,0.09146341463414634,0.23170731707317074,1.0,SW-1H-CN,1.1160932397843888,1.5310211251339987
8.0,19,227.0,3,217,20,7.085832605772825,0.09928549545454377,6,6.160846263796609,0.2776058554736442,6.107784340801147,0.2864486491015176,5.62706847631412,0.3628801640194465,6.450511552552509,0.2275015517568062,0.10365853658536583,0.27439024390243905,1.0,SW-1H-CN,1.2202371954385538,1.5950667642362144
22.0,19,5244.0,3,238,18,7.242952076429306,0.05770022844661388,7,6.060891270422674,0.29418785782347345,6.235846865357832,0.2649432381457551,5.562639056402085,0.37269102730650383,6.450511552552509,0.2275015517568062,0.0975609756097561,0.3109756097560976,1.0,SW-1H-CN,1.293124620696888,1.6381911438780064
25.0,19,5837.0,3,246,28,6.967117987139684,0.12644666237497082,8,5.792447416248617,0.3372633304307631,6.1187630283720384,0.2846266263193673,5.4092669312436845,0.3956924467018188,6.450511552552509,0.2275015517568062,0.10365853658536583,0.3353658536585366,1.0,SW-1H-CN,1.482466065951452,1.7392955944529325
35.0,19,11601.0,2,150,19,6.610415287054867,0.19822032833930106,9,5.68796680596789,0.3535217688339638,6.061510544853108,0.2940861010169579,5.342071459083162,0.4056213063941467,6.450511552552509,0.2275015517568062,0.08536585365853659,0.3414634146341464,1.0,SW-1H-CN,1.5539312418047604,1.782938636074651
31.0,19,8612.0,2,156,9,6.971676764461483,0.12544557131782366,10,5.672803775225451,0.3558598312584991,6.289575695513184,0.25574661412995275,5.330677034245476,0.4072963440639651,6.450511552552509,0.2275015517568062,0.042682926829268296,0.3475609756097561,1.0,SW-1H-CN,1.5642083691758943,1.7903013887982413
177.0,54,2899.0,5,379,28,8.153232156813447,0.10401569057019797,1,8.153232156813447,0.10401569057019797,6.71527559376912,0.3215282025246142,6.71527559376912,0.3215282025246142,6.864384231116884,0.3014263755700645,0.10554089709762532,0.10554089709762532,1.0,SW-1H-CN,0.3450782645462962,1.0666890112603207
252.0,54,38216.0,4,230,23,7.532215274604582,0.20599579785670152,2,7.7387261491562915,0.17407281788540271,6.7053958711893715,0.3228473883163196,6.607210378677634,0.3358757163126287,6.864384231116884,0.3014263755700645,0.058047493403693924,0.13192612137203166,1.0,SW-1H-CN,0.5774969677294901,1.1142877449838713
168.0,54,511.0,4,233,7,7.7658838178461025,0.1697580546257097,3,7.658171013744953,0.18670273240946544,6.821196825659259,0.30728655544705824,6.58120766901679,0.3393017337727733,6.864384231116884,0.3014263755700645,0.02902374670184697,0.14511873350923482,1.0,SW-1H-CN,0.619397463332029,1.1256537624853764
229.0,54,8154.0,4,291,15,7.96872546589486,0.13646095095590566,4,7.533880584641915,0.20574403508449635,6.758273383381696,0.3157688968870285,6.502700339436541,0.3495859712238066,6.864384231116884,0.3014263755700645,0.08970976253298152,0.19261213720316625,1.0,SW-1H-CN,0.6825681219680543,1.159772334330934
157.0,54,203.0,4,355,43,7.860463747581881,0.15448365625230606,5,7.1921092019355175,0.25583613881219863,6.7203043169517995,0.3208561537384204,6.410833924400309,0.361510220786872,6.864384231116884,0.3014263755700645,0.0870712401055409,0.2269129287598945,1.0,SW-1H-CN,0.8487516672300339,1.1993317442880556
248.0,54,29242.0,4,391,10,8.458075866626938,0.040993307116696895,6,7.168926085099173,0.2591318661942448,6.809829045927823,0.3088238277299017,6.388849387370047,0.3643467632386417,6.864384231116884,0.3014263755700645,0.04221635883905013,0.23746701846965695,1.0,SW-1H-CN,0.8596854396174476,1.208742143250008
147.0,54,19.0,3,200,18,7.402893998153106,0.2253004344997684,7,7.107587511475018,0.26779668440342297,6.760468227147992,0.31547411460585684,6.355074506671564,0.3686920144140796,6.864384231116884,0.3014263755700645,0.058047493403693924,0.2506596306068601,1.0,SW-1H-CN,0.888431491427914,1.2231577734921197
182.0,54,3199.0,3,315,8,8.180859240941473,0.09891420610078,8,7.097568738296085,0.2692045451562074,6.8250280275093695,0.3067679712373007,6.347650797345983,0.3696450834404794,6.864384231116884,0.3014263755700645,0.03693931398416887,0.2559366754617414,1.0,SW-1H-CN,0.89310215354274,1.226319636897727
167.0,54,471.0,3,405,27,8.258557393220531,0.08411250438837599,9,7.033156737580228,0.2782078505537917,6.751008259612612,0.3167440967483813,6.316528432314615,0.3736328061897918,6.864384231116884,0.3014263755700645,0.09234828496042216,0.29023746701846964,1.0,SW-1H-CN,0.9229711568127992,1.2395491452371041
213.0,54,5219.0,3,463,38,8.285519823930475,0.07879095394225702,10,6.930446789350509,0.2923996278856433,6.659811609105087,0.3289143149092208,6.2331792186823485,0.3842512680596771,6.864384231116884,0.3014263755700645,0.12401055408970975,0.33509234828496043,1.0,SW-1H-CN,0.9700532255435522,1.2747765265497162
351.0,81,39697.0,6,162,5,7.188275574444373,0.09332208596296633,1,7.188275574444373,0.09332208596296633,6.261677721029984,0.2711768035118073,6.261677721029984,0.2711768035118073,6.38265511876242,0.2507849692175413,0.057471264367816084,0.057471264367816084,1.0,SW-1H-CN,0.37211993308105673,1.0813120274228927
354.0,81,122158.0,5,184,7,7.310699453195666,0.061519965203165314,2,7.113518484834727,0.110727132265437,6.288966805614277,0.2666222546247676,6.1974281469275,0.28180225227198485,6.38265511876242,0.2507849692175413,0.06896551724137931,0.10344827586206896,1.0,SW-1H-CN,0.44152220370666506,1.123680789766702
320.0,81,4185.0,4,198,6,7.43032992564275,0.01831816275631144,3,7.0485110473197246,0.1250762990753381,6.253775509025883,0.2724909729185349,6.102264657672691,0.2973022528461366,6.38265511876242,0.2507849692175413,0.05172413793103448,0.11494252873563217,1.0,SW-1H-CN,0.49873921657099685,1.1854867290241955
309.0,81,96.0,4,250,21,7.2830027745481924,0.06922178167600107,4,6.831692479197075,0.1693688989490011,6.2624762884597285,0.2710438819141213,6.062153062698939,0.30375537376558465,6.38265511876242,0.2507849692175413,0.1206896551724138,0.1724137931034483,1.0,SW-1H-CN,0.675355064051241,1.211218418365794
349.0,81,36514.0,3,182,4,7.376078944756613,0.04120343754340164,5,6.784846817372799,0.17840153627335215,6.297211758075358,0.2652411369466294,6.032483233670477,0.3084994509443813,6.38265511876242,0.2507849692175413,0.040229885057471264,0.1781609195402299,1.0,SW-1H-CN,0.7113725229624877,1.2301353303067222
324.0,81,5072.0,2,150,14,6.8035940616431825,0.17480565459327518,6,6.583621215645982,0.21562739323080046,6.159310900220731,0.2880437396650829,5.923329075113782,0.3257490786163369,6.38265511876242,0.2507849692175413,0.08620689655172414,0.2183908045977012,1.0,SW-1H-CN,0.8598098757814959,1.2989178722819255
339.0,81,11601.0,2,150,10,6.929071203456487,0.15004117597195707,7,6.5375357897109625,0.22384757990259616,6.1814286514270425,0.28442758657662137,5.896080212438115,0.3300073402733641,6.38265511876242,0.2507849692175413,0.057471264367816084,0.2298850574712644,1.0,SW-1H-CN,0.8925877041236131,1.315897604641138
