Rank,category,lower_Pi_alters_ratio,upper_Pi_alters_ratio,mean_Pi_alters_ratio,lower_Pi_ego_alters_ratio,upper_Pi_ego_alters_ratio,mean_Pi_ego_alters_ratio,lower_Pi_alters,upper_Pi_alters,mean_Pi_alters,lower_Pi_ego_alters,upper_Pi_ego_alters,mean_Pi_ego_alters,lower_CCE_alters,upper_CCE_alters,mean_CCE_alters,lower_CCE_ego_alters,upper_CCE_ego_alters,mean_CCE_ego_alters,lower_ODLR,upper_ODLR,mean_ODLR,lower_CODLR,upper_CODLR,mean_CODLR
1,non-social co-location network,0.4914933338760507,0.7102352059662809,0.6014822889940087,1.0008070520336854,1.0102089554308122,1.0054794477777904,0.3758094757766095,0.5776011257846672,0.47488854369129646,0.6863361579392767,0.7854349769669183,0.7363401312065077,4.134080971153755,6.009572133617324,5.072436323477191,2.3972161879160674,3.5051223054340452,2.9527637431361975,0.03924667485545409,0.07052723039783922,0.05435007259477576,0.038874810729695126,0.07091137487598598,0.05435007259477576
1,social network,0.5598387461633753,0.7450865709548102,0.6548338807621235,1.0080458580764402,1.0198379065722751,1.0133243205452098,0.4171229224699309,0.602928659345657,0.509758455236532,0.689775390763645,0.7907604030629263,0.7415969504381966,3.9490964538575595,5.705139795270097,4.840976554508799,2.355751044481636,3.440127558921336,2.9052139328698274,0.08239532423844467,0.15388202690767275,0.11480962106081663,0.08258630496111927,0.1532022951392297,0.11480962106081663
2,non-social co-location network,0.5879511265975339,0.7834704774928936,0.6883358504651695,1.0053924075781855,1.0181306668835,1.0117012212076277,0.43915321842563226,0.6339890925450247,0.5369341571999866,0.6904099835640154,0.7897985961816627,0.7403249393094666,3.698628792003322,5.537733121694192,4.615440786901004,2.372295929562546,3.4722655245015384,2.913497686688894,0.03565387467197136,0.06688259831387963,0.049938987868542256,0.06187410834250399,0.10383892248256796,0.08182936483978254
2,social network,0.655130275861403,0.7994945522575537,0.7292411839444829,1.011193893145259,1.0265666299388276,1.0181100226128093,0.473864688976384,0.6367887914581708,0.5558271324368783,0.6962622830676197,0.7915881096383411,0.7443551296891737,3.6898669227617638,5.315760494046794,4.499272381932848,2.34192895695797,3.424301675922755,2.8777499637785193,0.06418009704811262,0.12239247938736192,0.09052717112594626,0.12947889744065352,0.22110584667020972,0.1736424939984811
3,non-social co-location network,0.6341236124783329,0.807747252543236,0.7235961192510705,1.0101641226305529,1.0230992735196451,1.0163665648116542,0.4674692166892954,0.6539171847483025,0.5605594892001328,0.6949700122539959,0.792363629069954,0.7435074081064952,3.5297474026173177,5.35548636714715,4.442933503859952,2.331711577475718,3.4344372899795803,2.883917030686023,0.02830688904137857,0.051133697546097506,0.03918262436258735,0.07384129279311315,0.12027320127028315,0.09622519057644374
3,social network,0.6864089041119718,0.8273631684062313,0.7592930293013374,1.013412829000177,1.0317468533391279,1.0219204365172876,0.49559530563892595,0.6556535611051078,0.5763008032581136,0.6973818870048665,0.794722265228063,0.746350768688787,3.5409325259481808,5.136331037296526,4.339711196156728,2.319080186254395,3.393783616704612,2.8581630171156025,0.052460502841245205,0.08546695827130901,0.06805580893831807,0.15983897723568607,0.2492854122830409,0.2030182391370361
4,non-social co-location network,0.6507230464711448,0.8178191336423037,0.7364106178690949,1.0128472476324735,1.0268971101358613,1.0196511352203856,0.4757773033397193,0.6599655402142414,0.5698847101008246,0.6970526167513686,0.7945770740367839,0.7456217359011129,3.481811610265188,5.279402889563516,4.370847691865388,2.3144829808441227,3.404883359367346,2.863696376199705,0.023050061898566426,0.04423804075842738,0.032706528206882836,0.08351836275126898,0.13350678198945026,0.1067676924821197
4,social network,0.713328537678854,0.846145709509533,0.78208602841178,1.0146678221059158,1.0359001259636922,1.024528454016265,0.5131170995144391,0.6704182797115693,0.591358515547047,0.7019671931936924,0.794718999878722,0.7478964524663836,3.415330368139847,5.028936929748482,4.217068491687008,2.308705605277341,3.3780524855946217,2.8424033777969644,0.05048219086020054,0.07994668719146777,0.06479971836228927,0.18131955060617527,0.2739073841829695,0.22636799656647294
5,non-social co-location network,0.6705351354048303,0.8349301039116305,0.7546711530088,1.0164987751034904,1.0310826142409921,1.0236357367456739,0.4893470280034686,0.6732304281237075,0.5826280519579751,0.6992508758737412,0.7972200799177855,0.7483687310500121,3.362219674930546,5.136640999488915,4.269239883375996,2.2938201179126825,3.3856018254235307,2.838458654962253,0.02576841752669088,0.05221047479960534,0.03800546381774717,0.09662540844062881,0.15573801712684565,0.12381931011173841
5,social network,0.7290669545980148,0.8570321677081582,0.797579528049914,1.0176215976201644,1.0408331463079474,1.0283394326856656,0.5232399413475148,0.6792752573022721,0.6015156544082025,0.7033969879455167,0.7969833486659689,0.750239295436436,3.3296055594735203,4.923516144462074,4.132998976004098,2.2938135989795265,3.347677467176315,2.8201706121369354,0.036053761437529176,0.0651118962822267,0.0495676901564556,0.1929554137548551,0.28428062129997517,0.2376157728381389
