Unnamed: 0,userid_x,userid_y,meetup,N_previous,n_prev_match,CE_alter,Pi_alter,Rank,CCE_alters,Pi_alters,CCE_ego_alter,Pi_ego_alter,CCE_ego_alters,Pi_ego_alters,LZ_entropy,Pi,ODLR,CODLR,Interval,category,Pi_alters_ratio,Pi_ego_alters_ratio
43.0,2,969.0,23,1414,356,8.94795270211606,0.003193377143262209,1,8.94795270211606,0.003193377143262209,4.513332593053884,0.6037514865735994,4.513332593053884,0.6037514865735994,4.5525719460027965,0.5996386083257209,0.030364372469635626,0.030364372469635626,1.0,SW-1H-CN,0.005325502892781682,1.0068589283457954
25.0,2,41.0,16,554,313,7.931071644501347,0.19236130742781926,2,8.477367219371311,0.10729122619508813,4.480992314772989,0.607133228940328,4.454685307522924,0.6098787682003585,4.5525719460027965,0.5996386083257209,0.024291497975708502,0.048582995951417005,1.0,SW-1H-CN,0.17892648122618554,1.017077219065713
41.0,2,947.0,15,422,166,8.081936952360433,0.17007302388305756,3,8.328167050003598,0.13189980035705984,4.516641755718021,0.6034050480844939,4.4283705942049565,0.6126203517166476,4.5525719460027965,0.5996386083257209,0.004048582995951417,0.05060728744939271,1.0,SW-1H-CN,0.21996549008967828,1.021649278766712
46.0,2,987.0,11,286,311,7.106875492073794,0.3046809282685228,4,8.024836041438725,0.17859351953385474,4.476691340590207,0.6075824273772856,4.3755867307730885,0.6181053067335172,4.5525719460027965,0.5996386083257209,0.004048582995951417,0.05263157894736842,1.0,SW-1H-CN,0.29783525786058723,1.0307963799385067
30.0,2,86.0,11,407,313,7.54394261275906,0.2467907876993021,5,7.8890379539247855,0.1984499704899035,4.480726727629783,0.6071609708448757,4.332732462367838,0.6225444580470231,4.5525719460027965,0.5996386083257209,0.012145748987854251,0.06072874493927125,1.0,SW-1H-CN,0.3309492880119994,1.0381994244587731
27.0,2,66.0,11,1585,397,8.939475438874677,0.00878922184767094,6,7.939105026908735,0.1911919845385768,4.503759575112719,0.6047532659065012,4.3129515511671235,0.6245892934803542,4.5525719460027965,0.5996386083257209,0.030364372469635626,0.07692307692307693,1.0,SW-1H-CN,0.3188453543250207,1.0416095374917558
29.0,2,71.0,9,318,310,7.2431470830808875,0.2869696985986601,7,7.81239364072696,0.20942967067958299,4.470663262104417,0.6082117919690982,4.274376956299747,0.6285692794780259,4.5525719460027965,0.5996386083257209,0.020242914979757085,0.08502024291497975,1.0,SW-1H-CN,0.3492598171160816,1.0482468452674913
51.0,2,1309.0,9,394,288,7.581770745303283,0.2416198452541633,8,7.733333628493687,0.2206009643560888,4.4842951150758275,0.6067881943138852,4.244016755363666,0.6316946572338987,4.5525719460027965,0.5996386083257209,0.01821862348178137,0.0951417004048583,1.0,SW-1H-CN,0.36788986114826583,1.0534589475445602
80.0,2,39235.0,9,755,290,8.401484658200095,0.11997805621076962,9,7.729824412478607,0.22109337632256307,4.500852254634352,0.6050573803649788,4.225944694317493,0.6335521012727846,4.5525719460027965,0.5996386083257209,0.006072874493927126,0.097165991902834,1.0,SW-1H-CN,0.3687110423724854,1.0565565533576218
35.0,2,900.0,9,847,323,8.429121352782117,0.11540173169747885,10,7.705177779183778,0.2245438123759676,4.493683261762146,0.6058070290935266,4.205921975230189,0.6356074652441314,4.5525719460027965,0.5996386083257209,0.008097165991902834,0.10121457489878542,1.0,SW-1H-CN,0.37446523499033346,1.0599842245295725
