userid_x,userid_y,meetup,N_previous,group,Included Rank,Weight,alter_info,CE_alter,CCE_alters,CCE_ego_alter,CCE_ego_alters,Pi_alter,Pi_alters,Pi_ego_alter,Pi_ego_alters,n_meetupers_x,ego_info,LZ_entropy,Pi,n_meetupers_y
4sq-seoul,wungjae-hyun,32,1290,helpful,1,142,8.451211111832329,6.216283617225782,6.216283617225782,4.395576436091621,4.395576436091621,0.1962798044341202,0.1962798044341202,0.5039622131624675,0.5039622131624675,11,6.857980995127572,4.119787261793392,0.5434594420202645,11
4sq-seoul,onepiece-chopper,19,960,helpful,2,118,9.197216693110052,6.802534986269165,6.105820922295939,4.489482709930533,4.463203705826788,0.04486576773585167,0.21876929350928395,0.4902104563053805,0.4940749342862653,11,6.857980995127572,4.119787261793392,0.5434594420202645,11
4sq-seoul,jinwon-kim,11,1530,helpful,3,121,7.03342300153745,6.635436674630575,6.021800271659278,4.502613127085168,4.495400524756979,0.0984986848499532,0.2353160459378806,0.48827478784702144,0.48933845470503046,11,6.857980995127572,4.119787261793392,0.5434594420202645,11
4sq-seoul,547,9,92,helpful,4,91,7.066089190457772,6.414665164863918,5.92145318514967,4.212969306539688,4.45923738880399,0.15317408331294358,0.2545363556717258,0.5302582218168039,0.49465710526421025,11,6.857980995127572,4.119787261793392,0.5434594420202645,11
4sq-seoul,jihoon-yeo,8,315,helpful,5,107,5.523561956057013,5.486441054986004,5.767826900212685,4.012456789147789,4.3924980972622665,0.3325657158428352,0.28298107897504204,0.558490241514723,0.5044103203350019,11,6.857980995127572,4.119787261793392,0.5434594420202645,11
4sq-seoul,hongje-lee,8,125,helpful,6,101,6.321928094887363,5.476055141872015,5.6336832829989385,4.0010741752045265,4.329107932150675,0.33434221774816847,0.30698613795287794,0.5600735329081346,0.5136006760625672,11,6.857980995127572,4.119787261793392,0.5434594420202645,11
4sq-seoul,hyungtak-kim,7,595,helpful,7,102,8.611024797307353,6.138733170092559,5.561019140953942,4.157867878531088,4.293093869795573,0.21216181246949645,0.3197039369310172,0.5380818068532158,0.5187907808550182,11,6.857980995127572,4.119787261793392,0.5434594420202645,11
4sq-seoul,eric-park,6,311,helpful,8,105,6.285402218862249,5.354596763927804,5.4330811571208,3.9467542261114543,4.217883686287304,0.35486608395085956,0.3416561219919436,0.5676013353526367,0.5295579971034835,11,6.857980995127572,4.119787261793392,0.5434594420202645,11
4sq-seoul,sang-uk-bae,5,166,helpful,9,94,4.523561956057013,4.875491616625993,5.253367608356803,3.8575692410436413,4.107161430783665,0.4319012846116274,0.37163795166633184,0.5798619122058613,0.5452372049991286,11,6.857980995127572,4.119787261793392,0.5434594420202645,11
4sq-seoul,hosung-son,4,158,helpful,10,102,5.930737337562887,5.057623169919651,5.195138328615007,3.94391806436062,4.070984035908154,0.40328869684581026,0.3811570568158158,0.567993115989498,0.550316839448581,11,6.857980995127572,4.119787261793392,0.5434594420202645,11
4sq-seoul,gisu-bang,3,445,helpful,11,89,5.285402218862249,6.184494735996207,5.138368129348535,4.115720458117558,4.037134993334326,0.2028457427517463,0.3903516001543603,0.5440323454365767,0.555050540246826,11,6.857980995127572,4.119787261793392,0.5434594420202645,11
aaron-cruz,tim-bounds,3,610,helpful,1,5,7.592457037268081,9.214240742116152,9.214240742116152,6.481059205920942,6.481059205920942,0.020477328418040973,0.020477328418040973,0.40526286704140885,0.40526286704140885,11,9.262094845370179,6.495186184403417,0.4036393541100482,11
aaron-cruz,michael-galli,3,524,helpful,2,5,7.882643049361842,8.995908786414786,9.094111695692977,6.480499726866757,6.4698854293276895,0.06664421574821965,0.047798545704143276,0.4053271266627029,0.4065457070550326,11,9.262094845370179,6.495186184403417,0.4036393541100482,11
aaron-cruz,kevin-palmer,3,415,helpful,3,74,7.94251450533924,8.191409319681783,8.223563084739503,6.418406900765579,6.398133518507639,0.19145710280210382,0.18696659726557693,0.4124413485971941,0.4147566957275889,11,9.262094845370179,6.495186184403417,0.4036393541100482,11
aaron-cruz,gregory-paige,3,178,helpful,4,13,6.339850002884624,7.395548171393325,8.049146375972779,6.467760555866915,6.3766615187573565,0.2959572158264405,0.21102459122513134,0.4067895319225783,0.41720497433426745,11,9.262094845370179,6.495186184403417,0.4036393541100482,11
aaron-cruz,eric-leebow,3,163,helpful,5,10,6.94251450533924,7.287944629382185,7.966539670127982,6.474901882057069,6.362016768446437,0.30931528481900106,0.2221802715717759,0.40596991748130645,0.4188724748511653,11,9.262094845370179,6.495186184403417,0.4036393541100482,11
