userid_x,userid_y,Pi_alter_x,N_previous,group,Included Rank,Weight,alter_info,CE_alter,CCE_alters,CCE_ego_alter,CCE_ego_alters,Pi_alter_y,Pi_alters,Pi_ego_alter,Pi_ego_alters,n_meetupers_x,ego_info,LZ_entropy,Pi,n_meetupers_y
0,54,0.40503324082807773,194,helpful,1,249,6.392317422778761,6.49418781801646,6.49418781801646,5.0353361925503775,5.0353361925503775,0.40503324082807773,0.40503324082807773,0.5638151910298626,0.5638151910298626,56,9.280770770130603,5.136027486253859,0.5533462292191736,56
0,2,0.34249760377595106,2098,helpful,2,804,8.948367231584678,7.027791463330526,6.709521431045528,4.956037438214048,4.891891497808187,0.34249760377595106,0.38013522805186084,0.5720132970168519,0.578615111720169,56,9.280770770130603,5.136027486253859,0.5533462292191736,56
0,83,0.3404961985077923,292,helpful,3,339,7.044394119358453,7.044465431214866,6.506957057231081,5.01519147066477,4.823263082089778,0.3404961985077923,0.4035687601770195,0.5659016773487757,0.5856490487217412,56,9.280770770130603,5.136027486253859,0.5533462292191736,56
0,55,0.33758028625518327,241,helpful,4,207,6.584962500721156,7.06871219624656,6.2568447251972685,5.047846372152515,4.776267735313797,0.33758028625518327,0.4319922426341866,0.5625181177047295,0.5904484514078178,56,9.280770770130603,5.136027486253859,0.5533462292191736,56
0,41,0.33014822619673173,554,helpful,5,378,7.022367813028454,7.130263570811467,6.085355646138689,4.976173945976124,4.699569023226451,0.33014822619673173,0.45117499764162783,0.5699354001840632,0.598251332115023,56,9.280770770130603,5.136027486253859,0.5533462292191736,56
0,58,0.31997379897245065,179,helpful,6,65,4.954196310386875,7.213941699304658,6.060173751264869,5.1082310512798035,4.687985366280693,0.31997379897245065,0.453971763192701,0.5562429184066041,0.5994265699621524,56,9.280770770130603,5.136027486253859,0.5533462292191736,56
0,116,0.3185797931235621,150,helpful,7,1,4.584962500721156,7.2253532932329385,6.059808345407096,5.134454228957748,4.68782071250136,0.3185797931235621,0.45401230890658273,0.5535103160841858,0.5994432691014361,56,9.280770770130603,5.136027486253859,0.5533462292191736,56
0,30,0.31266882517858835,2077,helpful,8,622,9.603626344986193,7.273597742722726,5.649971315164389,4.932492266661507,4.60263661133671,0.31266882517858835,0.4988413517103588,0.5744396125444968,0.6080598953753508,56,9.280770770130603,5.136027486253859,0.5533462292191736,56
0,20,0.3091857416168121,231,helpful,9,154,7.366322214245816,7.301916481423943,5.594708008684511,5.06524372616963,4.578392348332978,0.3091857416168121,0.5047907246680817,0.5607126328810401,0.6105040132084225,56,9.280770770130603,5.136027486253859,0.5533462292191736,56
0,105,0.3069326649985205,260,helpful,10,171,6.930737337562887,7.320191199196642,5.502290730648022,5.05677733358042,4.555341490951287,0.3069326649985205,0.5146911566908519,0.5615915166025737,0.612824440211189,56,9.280770770130603,5.136027486253859,0.5533462292191736,56
