userid_x,userid_y,N_previous,n_prev_match,CE_alter,Pi_alter,meetup,Rank,CCE_alters,Pi_alters,CCE_ego_alter,Pi_ego_alter,CCE_ego_alters,Pi_ego_alters,LZ_entropy,Pi,ODLR,CODLR
0,2,2098,1189,7.027791463330526,0.34249760377595106,106,1,7.027791463330526,0.34249760377595106,4.956037438214048,0.5720132970168519,4.956037438214048,0.5720132970168519,5.136027486253859,0.5533462292191736,0.2090032154340836,0.2090032154340836
0,30,2077,1074,7.273597742722726,0.31266882517858835,51,2,6.194829162636583,0.4389571578475867,4.932492266661507,0.5744396125444968,4.804010336661604,0.5876169308460405,5.136027486253859,0.5533462292191736,0.15594855305466238,0.3279742765273312
0,35,2089,750,8.11097858207581,0.20461821881672912,46,3,6.060899605255689,0.4538912187285505,5.037323839951018,0.563609177242054,4.7563895404524095,0.5924743039000082,5.136027486253859,0.5533462292191736,0.10289389067524116,0.3617363344051447
0,29,1783,569,8.48462310067751,0.15175354066927021,19,4,6.023009286534529,0.4580901405711622,5.083875849991782,0.5587768033917094,4.740740280113119,0.5940674164740354,5.136027486253859,0.5533462292191736,0.04019292604501608,0.37138263665594856
0,40,553,336,7.846641004725058,0.24000273953384046,13,5,5.972564883057467,0.4636627462594238,5.061098165289354,0.561143036133805,4.715723336466971,0.5966109650650009,5.136027486253859,0.5533462292191736,0.003215434083601286,0.37138263665594856
0,61,959,531,7.8947751932197265,0.2336611777514551,12,6,5.764220418696422,0.48647146353004,5.019395107992862,0.5654665047481356,4.675487931830664,0.6006935733627092,5.136027486253859,0.5533462292191736,0.04180064308681672,0.3858520900321543
0,42,620,293,8.13318729394314,0.2015785169563551,11,7,5.664171677190495,0.49730905018001614,5.039131421363564,0.5634218043559797,4.640814153333793,0.6042037226799974,5.136027486253859,0.5533462292191736,0.05144694533762058,0.40192926045016075
0,55,241,249,7.06871219624656,0.33758028625518327,10,8,5.5392884377422895,0.510734956948465,5.047846372152515,0.5625181177047295,4.610979290085415,0.6072180069067065,5.136027486253859,0.5533462292191736,0.02090032154340836,0.40836012861736337
0,34,569,389,7.71322307850009,0.25736787336015726,7,9,5.495451443199413,0.5154214314223565,5.0246133386461,0.5649261383297433,4.583989047496568,0.6099401215179308,5.136027486253859,0.5533462292191736,0.03054662379421222,0.4115755627009646
0,54,194,355,6.49418781801646,0.40503324082807773,5,10,5.451995478636939,0.5200538421198566,5.0353361925503775,0.5638151910298626,4.557557904985373,0.6126014667099736,5.136027486253859,0.5533462292191736,0.01607717041800643,0.41318327974276525
0,49,1927,510,8.767558260260724,0.10842856533723817,4,11,5.40157785237241,0.5254118746434865,5.063717412959301,0.5608711119176714,4.538093574456397,0.6145585596250647,5.136027486253859,0.5533462292191736,0.03376205787781351,0.41961414790996787
