userid_x,ego_info,LZ_entropy,Pi,CCE_alters_tr,CCE_ego_alters_tr,Pi_alters_tr,Pi_ego_alters_tr
00-a,82,3.9650209507318586,0.643259966531244,3.3617289204947434,3.215685246046227,0.7065293622049873,0.7214322484333332
0046aki,21,2.5781151623489427,0.7470265882332833,2.690333958644164,2.598985263095789,0.7337901156071457,0.7445766508860642
01,206,4.857714703064106,0.569149343604891,7.2789679673044105,4.645940149270001,0.28605493641562807,0.5915506723081397
0403,121,4.9587970940351305,0.4853548114977795,4.658639001316843,4.42291649057951,0.5242295701466773,0.5539935627991349
062,23,2.2613237597918756,0.7978185303376691,6.343493281194492,2.6525760402361405,0.276546294976975,0.7561748119625679
08,558,3.842486793633975,0.7438462254511166,6.439585465789049,3.517314579875101,0.5385004749218275,0.7680627142914843
1-2-punch,54,4.406824416181499,0.4775430863680115,7.81487259913915,4.981346873319263,-0.18584834631632052,0.38365508622098704
12,103,2.1073350234207875,0.8510194771915829,5.494741923193981,1.8973575306247579,0.5527958262964511,0.8675790592414999
13,5,2.2209570378669357,0.6517970234841438,4.193784733925775,3.972796176940747,0.0026080010001799606,0.04051979167923466
172,17,3.0796793746159112,0.6102245331337385,4.889505449551016,3.6058121410634567,0.2477747527818174,0.5195741326548808
1od,171,3.8447782910039403,0.7038393166082259,6.2624733009560325,3.684653139385595,0.4747434180826347,0.7179838392759976
26,291,2.9820269264899357,0.8053113046829158,3.229240528937765,2.1109300225227035,0.787174918519471,0.8674168756297699
29,33,1.7301683197923765,0.869322127224893,2.949774917416114,1.663323415324628,0.759591937673501,0.875020503041923
3,10,2.3645892043025296,0.673995058776533,5.931915202260017,2.426062237457264,-0.18628249634612443,0.6627580745216092
30,29,2.268580669901389,0.7803526253707131,10.31355776318789,2.9643754497011585,-0.45583310462908877,0.6972814608443472
337,62,4.230698274690834,0.5285704610004575,4.624126941378912,4.399534835569896,0.47119683569335175,0.5042873585869684
3373,28,2.194267687256543,0.8059794857363302,4.02655491633738,2.5776545351203017,0.6005846671561232,0.7657447729497229
344,43,3.387837253907313,0.6524303112651598,3.625938587398972,3.3963452200703452,0.6222132688363137,0.6513629753690408
357,4,1.5969925537438643,0.7904761513018399,2.743949543547384,2.613113277519211,0.5698830630680867,0.5984623296076604
36_104k2,88,4.165145400172158,0.5927300532968495,5.041923586951192,4.158576591057687,0.4838848703686787,0.593514236688801
38,18,3.7944517247347505,0.37161256249600494,6.45173307237377,5.5698830775362795,-0.25406015388328,-0.12499530789820128
4,24,2.8240140451497613,0.7069252086654055,4.06889942693786,3.2385434683128587,0.5384395502884959,0.6534247576739027
4280,157,1.8804795920702162,0.8762455763593513,1.8260127641546338,1.4222335575699836,0.8802265190686513,0.9092271014333657
456,52,3.8758207651531227,0.584839653180016,4.779966400933878,4.284387922882093,0.45749850369308814,0.5289276301645217
46,26,2.8630104715203673,0.6980254172577686,3.698850827801839,3.4248956124346037,0.5850503556373188,0.6232857112868773
4sq-seoul,116,4.119787261793392,0.6260858943531245,4.3286319960404835,3.727048765932374,0.6032398806839663,0.668121667552348
4sqchicago,13,3.553531260587097,0.26521979266076295,5.52947883813754,5.5024339620468385,-0.19789907461438816,-0.19409481976396464
53,22,2.7594463176385835,0.7123986942038228,4.8539626276609855,3.1697584851615686,0.41126421032854416,0.6591972041696934
547,135,3.7857606652156455,0.6887853394466588,4.626836215907218,3.613918341548413,0.6060770471997262,0.7051640204510394
57,12,2.6862324927699497,0.6746651054208225,5.055806251319903,3.812225856561763,0.20961296602206328,0.4847639901644288
5roo,26,2.8310526527928768,0.7128059914350967,3.1283977175586077,2.852351143804946,0.6757747778531024,0.71019196743383
6,36,4.006049310430796,0.49512617744053294,6.901944744998286,5.0677596170004975,-0.1362090912093235,0.2960724448263953
6-rokutan,62,2.319842745998837,0.8067552089898913,3.354471316903639,2.367945212883193,0.7030059357353019,0.8021211665084808
60,77,4.222138091501568,0.5698497539061204,5.0866097060927995,4.378276960621391,0.4560845550549102,0.5500128468232569
625,125,4.281654185761466,0.6277067760864311,5.602185184581915,4.140563176603128,0.48528909838180895,0.6421908414095879
6260,24,1.9471503688360345,0.821736931924256,2.6989586611327185,2.131406488570676,0.7378449355979535,0.8017924400217197
626024,39,2.2436619496477404,0.8162238986988672,3.777714800811423,2.2474496158721937,0.6626198414369826,0.8158670034974532
72,35,3.7369072275922623,0.5717843519197296,5.2546080429572655,4.652613234103623,0.3236691581214901,0.4293640022221391
735,94,4.083584916417899,0.6323921697480694,4.403933447105607,3.771704717791531,0.5975846673352853,0.665520422927659
750,7,2.5369165203340183,0.5362026306193571,8.903149750403172,5.473850457358142,-0.6445746834336588,-0.21065137756776148
750277,86,3.5378568631139706,0.7050455220137816,5.711910718297013,3.4391951990432834,0.4779167735131137,0.714607141425365
752,19,3.2636554075945576,0.5498305773584683,4.81652036117149,3.9901870883922403,0.17998594966532014,0.4016575483755464
754,33,3.974684803048204,0.4829572177771746,5.842837322772424,5.086787679164901,0.005428607369168208,0.25966438534486314
81,11,2.241424818258586,0.7354538717686997,4.055398850234641,2.726699703956095,0.4226260781611929,0.6612056135941304
826,139,2.727110566973922,0.8031594660948166,2.6788271623932314,2.1270193505369748,0.8070958656859126,0.8512331408502788
87,48,3.6194991915366588,0.6328981914481625,4.096830884895755,3.651440158969299,0.572304124909832,0.6289301803603728
88,26,4.324324324324325,0.3066331154725252,7.885213714011505,7.130283378970167,-0.402968181973127,-0.30003916696457117
890,65,3.0706371245081625,0.7196821947344412,5.849956282481168,3.1281810487925794,0.38092021386377173,0.7134538180497397
8con,23,2.7966679639695933,0.6807904262623545,7.103469091552647,3.821654297010446,-0.16869030975422453,0.5239528854690999
9,36,3.771241331317349,0.5563252747288641,5.322136598354569,4.701776169863414,0.28919614939619054,0.4051334317533374
916,15,2.39586077875057,0.73549635311277,7.450718728523901,3.4916388121889623,-0.22092487560047686,0.575393741125303
__nicolasr__-r,109,3.2042522159600404,0.7436141938678266,7.9722910556775295,3.1490837305220554,0.22503100385036312,0.7486987621550635
a-michael-d,221,3.921089698155485,0.6835973027433785,6.300654775011165,3.986902207730352,0.4438211798790953,0.677410589296085
a-t,54,1.9299975208928795,0.8269637340233225,2.3185399683321086,2.066727509669219,0.785507637878157,0.8125689708531937
a_evrard,28,2.654624798888657,0.7317357494840767,7.104343453416071,2.659949828096875,-0.04782489025703689,0.7310874207580246
aalia-walker,71,3.877461581669697,0.6083706522592464,7.624178760653907,4.678523399656451,-0.02684357965019177,0.5052070498910884
aarlo-stone-fish,34,4.1887218755408675,0.42282377034452057,7.625765209463943,6.152011198686989,-0.29236646309250647,-0.07884579978835436
aaron-azza-sylvester,164,5.197549137313846,0.500849555965636,5.8148089894660595,4.810827104111603,0.42553907518077294,0.5461063004916349
aaron-bailey2,177,5.215544376497117,0.508934984806041,6.4944757963989295,5.2156287366065435,0.3525737414532865,0.5089252169494439
aaron-balazs,65,3.9683869761241666,0.587896469728557,3.9042552515474016,3.3952832388206433,0.5961242971580022,0.6596404957394183
aaron-berlin,368,5.516518366195064,0.5369895007054497,7.535657285926346,5.065715051244681,0.32088821918625515,0.5815916249066941
aaron-booth,62,3.3209916701147795,0.6951241467118806,4.976357508183781,3.6995772789240307,0.5018951432094916,0.6532115284430977
aaron-c,245,4.872384127875164,0.597522834679525,7.02603405536313,4.5583937518736715,0.37328433713218695,0.6278545592817765
aaron-chronister,153,3.8709875551038126,0.671112228840328,8.260109471721684,3.805744551571522,0.14884680029437153,0.6776093798594864
aaron-cohen7,318,5.5804461390774325,0.5223447710916695,5.476359855726955,4.99828856202973,0.5330176941376461,0.581192377571784
aaron-crocco,117,3.3107060860605415,0.7240817886049529,8.596474588800682,3.39110866758904,0.08204218775419748,0.7162625837550475
aaron-cruz,614,6.495186184403417,0.46224512353651454,7.649472118316817,5.808818127501898,0.3426706711247526,0.5295188844363307
aaron-friedman9,601,4.700492114072027,0.6566886757544584,4.963306429420427,4.0425912876503824,0.6345179834201738,0.7110459455117117
aaron-gaul,106,4.748586083466333,0.5216429909317439,6.097644713273561,4.930721377597231,0.34015233591077454,0.4985808131416831
aaron-goodwin,179,3.946583247573258,0.697421781341976,9.648014526652586,3.943496711681546,0.08968608161748269,0.6976943016566869
aaron-gotwalt,211,5.915678328979103,0.41470153353195705,5.27971771881754,5.074746180615773,0.49258267777968784,0.5168060543145894
aaron-grabein,232,4.369692259463114,0.629025757732895,6.499543580463418,4.170019117214066,0.3999998246070421,0.6489173199533306
aaron-hape,152,4.502621678524215,0.5904814152984691,5.103885864274322,4.1682147156972675,0.5232339811926676,0.6266415600619214
aaron-kaczander,198,5.412550971688443,0.49540357030685267,5.705834134350772,5.136115664918525,0.4613800476156932,0.5267849780759474
aaron-landry,724,6.478684346762547,0.49666975245270356,5.496324115046695,5.120249567552468,0.5849977868383506,0.6177613978285931
aaron-laramore,233,4.914982454697291,0.5748022643904259,9.04504229316391,5.099381966253914,0.05485865450636144,0.5556421622393686
aaron-lassila,96,4.7651362450153405,0.4968924649115347,5.664335300748625,5.256096805652515,0.37016983981335905,0.42936302835584
aaron-magness,130,5.929914302671613,0.31447630172835894,8.005136470592564,6.748781774653529,-0.09741072699698335,0.17019759558906336
aaron-mccullough,401,4.984186009354302,0.6069636838390662,5.801427001725863,4.364991055684847,0.5300115954198565,0.6631431236321423
aaron-michie,188,4.420794493629906,0.6165847586198374,6.525589286335355,4.447010109254921,0.38336639515273,0.613882756788685
aaron-myers,255,4.954145597073537,0.6001313075281993,7.312083488997605,4.825049002483165,0.360648991694401,0.6123286484330026
aaron-nakama,334,5.545722000938228,0.5187156909442743,6.24095684961229,5.178972535920134,0.4442799213524523,0.5566614613670099
aaron-palmer,303,5.004180852718432,0.5837656054725637,6.4149338538338805,4.565214485833824,0.43884404051412296,0.6264458163777084
aaron-prather,309,5.380195987538936,0.5399608631777107,7.100472662825034,5.112864068164188,0.3533522537344369,0.5671242393155176
aaron-quintas,23,2.981440269153332,0.6648148739658166,8.09699510034636,3.0041924488320806,-0.2756970553919905,0.6616226717224162
aaron-ragan-fore,188,4.419177799707955,0.6183596467730044,5.563097253205184,4.1767136095254065,0.49668165293319694,0.6430045369247017
aaron-renzelmann,276,4.281158002247112,0.6823211397904121,5.112959902179585,3.8274510870358722,0.6100422371430233,0.720542264235116
aaron-robb,13,2.9807666505284978,0.5703774153066842,7.009973914181016,5.05642051251022,-0.3190480240352265,-0.02758605885231711
aaron-rutledge,254,5.69616564717885,0.47984596302257154,4.889676796886404,4.760590975480022,0.5678077367036003,0.581446550136144
aaron-strout,362,5.551376351664335,0.5318319027754348,5.801799841326468,4.863027685938577,0.5063778291467187,0.5999118643148275
aaron-tait,85,5.160249739651541,0.39954135202640045,5.62136577296406,5.42377048648046,0.3246680533215148,0.35745437871154107
aaron-thornburgh,81,3.587364945119311,0.6678356243509497,7.408438800015559,3.76795167475769,0.1561896147037297,0.647729703181101
aaron-uhrmacher,140,5.400080567218961,0.4358186593257894,6.279814259110577,5.6342252102138595,0.31139159400176736,0.4039784904543251
aaron-wagner,196,5.161226124589148,0.5178789560820987,9.443735294107341,5.277050180325447,-0.11093623680952228,0.5045624207066788
aaron-wallis,219,4.4728136630681545,0.6216304733883774,6.051058263503783,4.411609471182943,0.45581978508419646,0.6277342035427789
aaron-yonka,122,3.245853099663331,0.7366016137871699,7.4916168294002246,3.2036466144624707,0.27519169060885185,0.7405597178478067
aaron-zimroth,235,4.365451492997988,0.6393072831593088,5.747635073001256,4.251862149372718,0.49960839363152126,0.6502841424882473
aaron31,3,1.5849625007211563,0.3333342727179638,9.144450787283965,9.144450787283965,-0.10316666343444587,-0.10316666343444587
aaron45,114,4.84445291562577,0.5071593196749057,6.797202604751148,4.897488232600006,0.22793389351822763,0.5003796102503573
aaronpk,227,5.720125823356023,0.4632333242372385,5.227238517620378,4.989539524655846,0.5195556939652385,0.5459950262342204
abbey-dethlefs,157,4.476496915225691,0.6000430285665654,5.573203795703638,4.307369499288904,0.47807666019412604,0.618026828397081
abbie-cataldo,148,5.318774968843791,0.47141614589807207,6.099861287913885,5.217747660484221,0.3701368858103604,0.4839721874654758
abbott,311,5.207208818795174,0.5701254669458404,4.937135056359642,4.495356825921884,0.5963332312759856,0.6383645856295559
abby-covert,92,5.751344945917286,0.28099138799099477,7.220442593448964,5.984455849372909,-0.059993294892078136,0.23691634069011985
abby-phoenix,229,6.067736689462326,0.40592050328004964,6.070263883300282,5.6548893185648925,0.4056055193195142,0.4564304403461649
abby-whitmer,143,5.37773330639999,0.44117668315622244,5.903779045188457,5.361925106179251,0.3690813466816086,0.4432797142933174
abby4,261,4.987428597389522,0.5795562012814249,10.665922525382843,5.192354169263646,-0.14225782886049154,0.5589185057224872
abby9,130,6.453364845676497,0.20392188361224106,6.112724834147539,5.968176666013645,0.2660475997422557,0.290901512191413
abeer-mk,445,5.168088321395571,0.609192033037698,6.351533719267842,4.726573054445829,0.5023689926728867,0.6475439650225897
abel-harding,185,4.592512678148282,0.6076850388934937,6.765584298620494,4.525937088392555,0.3709774759147762,0.6144133219221236
abel-palos,58,3.56380101461262,0.657591482243078,6.001853997467162,3.8403600787682595,0.34077896716280914,0.6252060690094623
abhishek-amit,53,2.5403967613507272,0.7739350326607195,7.125503208717366,2.9886870224435134,0.17507426426542563,0.7263176772621966
abhishek-mahanti,85,5.7274622325644176,0.26097736817500283,5.468428281143894,5.428411324956085,0.30981755945645095,0.3170956908423332
abhishek-tiwari,179,5.511984085513496,0.45838512918821495,7.268163185724055,5.69583923043662,0.21955272093338268,0.4354960624826656
abi-jones,291,5.110479478083234,0.5653680933771501,5.516909679690165,4.686582448706502,0.5236552632880528,0.6077964840508376
abi-m,98,4.869187165451402,0.4692082338830053,6.708875950634967,5.453992770664856,0.1706714036159498,0.38404714785656674
abi-signorelli,74,4.829640219991431,0.43789555426901594,8.119222623027603,4.86627319932561,-0.18403066890349828,0.4322212951045769
abid-din,16,3.251310155915978,0.4951423329549066,5.357770984419562,4.801300703497091,-0.0999247949304159,-0.008866023472739484
abra-cranford,154,5.829491675136344,0.37507145444778794,7.233512084023291,5.995618353251671,0.1513368281060495,0.3513071025707015
abraham-kalili,71,4.9729971232514165,0.4094764261414502,8.237103082803994,5.6584856874917095,-0.20877553672507335,0.2928518623495781
absco,108,4.273078566419783,0.5899274489700956,7.044469908400197,4.299804097792717,0.21775197073727953,0.5868032155718945
abu-marlo,680,7.583187694064424,0.3213535901444965,6.405684545991628,5.9290271811441855,0.4498588367143333,0.49904179885693584
acapawn7,110,4.376510403463102,0.5887907233293066,11.513842435650297,4.666641342543506,-0.39823804369851734,0.5553881250096045
ace-bhattacharjya,316,6.014827261088588,0.4503720719809408,6.062230409875216,5.524717574634618,0.44500608556509885,0.5047840630673999
ace-pisal,301,6.023236000267357,0.44731394654741075,7.5076737166315395,5.7828354606970995,0.26728285019717535,0.4743956244474194
achi-raz,81,4.508770489255225,0.5346125413222366,5.35016845176418,4.382422701569304,0.4211975297320909,0.5508233732798896
actiondatsun,69,2.2797176113179445,0.8170299320038862,4.470792338533484,2.0302282924773682,0.5981804291742332,0.8397530014504665
adaline-lau,173,6.071481924285127,0.3551653327871526,8.107498352599453,6.249310808947406,-0.021298640453977953,0.32982946321085976
adam-b1,74,3.287302915247312,0.7041455774098329,4.805568043243032,3.3682371712158234,0.5326665728765065,0.6955088991158641
adam-balogh,128,4.358954838086156,0.5862245515370333,4.297182334526979,3.9260996468927853,0.593329986988979,0.6352986079758488
adam-bermingham,286,5.35275904751082,0.5234377918655106,6.682871090230017,5.13229095768102,0.3728772062227457,0.5470406806118889
adam-bezdicek,284,5.64163696857964,0.505342540386518,5.111061149420428,4.8108109405301445,0.5607557408214198,0.5913122837580612
adam-boender,204,4.64068450567624,0.5832738687303494,7.086164970188351,4.462905148551397,0.2926188942324545,0.6023355303196859
adam-brain,230,4.336619848872077,0.6513669482355882,6.826429225647238,4.12880197982086,0.4002667801632188,0.6707401719465125
adam-brodowski,293,4.819321837236983,0.6113638186874073,4.664464215309185,4.120040207465492,0.6259476439689953,0.6762579168359812
adam-click,297,5.890070894629564,0.46300617274135736,5.344265835920638,5.085385074059552,0.5231581338638603,0.5509114863524063
adam-cohen,367,5.057677004754796,0.5987670795111304,6.1320418760905255,4.619752660995753,0.49604568486301714,0.6390045284158848
adam-cook,305,4.809523554894996,0.6012888468566832,5.234409383961107,4.362329981279657,0.5592075206572203,0.6444800367007136
adam-cooper,21,2.582041101704236,0.7201312510136033,3.680760830318748,2.5288897971988766,0.5636139890345155,0.7271630252452433
adam-cutler,73,4.525310549785005,0.4895495092422276,8.327605901828074,6.528092190587318,-0.20152666348396045,0.13908289815550004
adam-d,271,4.903279947383339,0.5998357549551314,5.664494432269803,4.429753987241239,0.5251315751944708,0.6447309962675565
adam-d2,57,4.647905446419431,0.43326365712253123,9.189450648082255,5.368657267234625,-0.37485512188942444,0.30650955654691314
adam-denison,24,3.594878281852507,0.5155298026349173,5.9292047458364046,4.960391234252917,-0.07161420322385609,0.2139149451228611
adam-fishman,158,5.501528752428018,0.44445343831861317,6.253679466797801,5.470054861993564,0.3441309072712687,0.4484839878397705
adam-fitzgerald,131,4.262611587158752,0.6061170252237883,5.2961115780082775,4.016245663455578,0.4864359274111952,0.6332769749038254
adam-fullerton,594,6.73742966520182,0.43241913248350644,6.1931323764090855,5.607464006025822,0.48739993722852615,0.5446805104327247
adam-gilman,191,5.403732363014194,0.4837300010407706,7.2078440145463185,5.784460232102084,0.2502835843904921,0.4378844885487522
adam-goldband,116,3.8975975361684387,0.6471736625360698,7.72962329938777,4.597837777989312,0.15231866726970814,0.5696219239296211
adam-graham,42,4.107792661802194,0.49629334153531185,5.760932466826602,4.473962959841214,0.17456025359424956,0.4349688086915871
adam-grossman,330,5.111030638247878,0.5672239354985226,5.343463358034666,4.634272266680961,0.5436282938185361,0.6146134300400511
adam-herod,126,5.213452641610125,0.46018035661151807,7.940576158998993,5.175710113306658,-0.017611923197462465,0.4651478380733877
adam-hill,465,6.888523592226802,0.3736540696267769,6.431959495207433,5.784366907115671,0.4250326879447894,0.49508535290675165
adam-holden-bache,617,5.411289987515233,0.5799872491196136,6.386265535551757,4.557695480491118,0.48927168270552707,0.6559156037893069
adam-jackson,516,4.40991271975887,0.6736086445913111,5.89379933606102,3.7905183702462097,0.5429653240818101,0.7254836538251923
adam-johnson1,133,4.999866123039962,0.5085628770843168,6.28801613722608,4.876744222787741,0.3412393146082786,0.523519087211547
adam-kambeitz,71,4.735331497118323,0.4659015782420879,6.0285629577488145,4.778574755278897,0.2560159628307877,0.45952768236325636
adam-katzenback,199,5.012679109198776,0.5377675876781987,4.9684216080936,4.583343369305498,0.542727654168571,0.5852239556028961
adam-kirkwood,18,2.4080753646848656,0.7586010574077999,8.731727545486994,2.728393411027089,-0.28672641837381646,0.7194194507999891
